seed,episode,step,aif_action,rand_action,aif_reward,rand_reward,q_pi,G
0,0,36,4,0,-0.01,0.2,"[0.00405676 0.00408248 0.004074   0.00408253 0.01941968 0.00577006
 0.00575311 0.00574919 0.00577016 0.02744718 0.005784   0.00573772
 0.00578597 0.00578581 0.02752203 0.0040886  0.00406232 0.00408952
 0.00408349 0.01945323 0.17304137 0.17192459 0.17271317 0.17309057
 0.13663246]","[-19.25976017 -19.25868698 -19.25899003 -19.2586854  -18.86691937
 -19.25868239 -19.25913866 -19.25925235 -19.25868011 -18.86691521
 -19.25824434 -19.2596905  -19.25820694 -19.25821065 -18.86644445
 -19.25843028 -19.25957677 -19.25841249 -19.25860994 -18.86664409
 -18.46627955 -18.46742954 -18.46656652 -18.4662541  -18.52484151]"
0,0,37,2,2,0.2,-0.01,"[0.00657454 0.00658127 0.00649573 0.00658309 0.01857433 0.00932593
 0.00931978 0.00918464 0.00932871 0.02632071 0.00923322 0.00921108
 0.00922418 0.00923484 0.02606351 0.00655633 0.006551   0.00655722
 0.00649145 0.01850645 0.16536087 0.16522325 0.16322651 0.16542852
 0.12484286]","[-19.02775862 -19.0276506  -19.03010699 -19.02758326 -18.76265657
 -19.02724438 -19.02730489 -19.03012116 -19.02716584 -18.76224941
 -19.02892432 -19.02929747 -19.02905934 -19.02890774 -18.76391377
 -19.02839995 -19.02849733 -19.02838722 -19.03021259 -18.76339333
 -18.34551963 -18.34561503 -18.34796929 -18.34544043 -18.41534976]"
0,0,38,1,3,0.2,0.2,"[0.00409174 0.00409503 0.00409334 0.00409504 0.01930136 0.00579194
 0.00578862 0.0057878  0.00579197 0.02729957 0.00579187 0.00578639
 0.0057924  0.00579229 0.02730121 0.0040955  0.0040928  0.00409575
 0.0040945  0.01930479 0.17295163 0.17283704 0.17288899 0.17296443
 0.136074  ]","[-19.10140213 -19.10129924 -19.10134705 -19.10129896 -18.71131567
 -19.10127322 -19.10134386 -19.10136292 -19.1012728  -18.71128941
 -19.10126744 -19.10139841 -19.10125813 -19.10126064 -18.71127669
 -19.10128777 -19.10137607 -19.10128241 -19.10131534 -18.71129879
 -18.30912205 -18.30921065 -18.30916523 -18.30911548 -18.36840172]"
0,0,39,1,2,0.2,-0.01,"[0.00408703 0.00408736 0.00407158 0.0040877  0.01949404 0.00578154
 0.00578165 0.00575719 0.00578202 0.02757414 0.005764   0.00576157
 0.00576148 0.00576399 0.02749051 0.0040829  0.00408226 0.00408289
 0.00407046 0.01947272 0.1728218  0.17279494 0.17215278 0.17283467
 0.13655878]","[-19.25699727 -19.25699584 -19.25763823 -19.25697745 -18.86473096
 -19.25694491 -19.25694248 -19.257647   -19.25692477 -18.86468012
 -19.2574049  -19.2574537  -19.25745686 -19.25740515 -18.86513968
 -19.25718359 -19.25719441 -19.25718376 -19.25767012 -18.86491882
 -18.46513238 -18.46514173 -18.46577571 -18.46511474 -18.52351628]"
0,0,40,1,4,0.2,-0.01,"[0.00407961 0.00408011 0.00407541 0.00408008 0.01956095 0.0057704
 0.00577048 0.0057627  0.00577031 0.02766461 0.00576594 0.00576397
 0.00576417 0.00576593 0.02764315 0.00407885 0.0040781  0.00407884
 0.00407479 0.01955486 0.17259966 0.17256752 0.17239979 0.17259717
 0.1366526 ]","[-17.96381212 -17.96380202 -17.96396472 -17.96380038 -17.57057602
 -17.96378339 -17.96378188 -17.96397363 -17.9637823  -17.57055728
 -17.96389151 -17.96392942 -17.96392561 -17.9638917  -17.57066555
 -17.96384471 -17.96386226 -17.96384483 -17.96397947 -17.57061886
 -17.172103   -17.17212022 -17.17226611 -17.1721019  -17.23009753]"
0,0,41,0,2,-0.01,-0.01,"[0.00407662 0.0040771  0.00407487 0.00407702 0.01959855 0.00576594
 0.005766   0.00576204 0.00576578 0.02771686 0.00576442 0.00576274
 0.00576306 0.00576441 0.02770938 0.00407654 0.00407585 0.00407654
 0.00407443 0.0195958  0.17251577 0.17248674 0.17242005 0.17251176
 0.13672174]","[-19.18517405 -19.18516418 -19.18523306 -19.18516455 -18.79145994
 -19.18515337 -19.18515218 -19.18524069 -19.18515525 -18.79144851
 -19.18518975 -19.18522156 -19.18521494 -19.18518992 -18.79148627
 -19.1851792  -19.18519607 -19.18517931 -19.18524218 -18.79147562
 -18.39355181 -18.39356678 -18.39362175 -18.39355255 -18.4513577 ]"
0,0,42,2,4,-0.01,-0.01,"[0.0056676  0.00566754 0.00566498 0.00566742 0.02728334 0.00569311
 0.00566541 0.00569204 0.00569296 0.02740644 0.00566253 0.00568366
 0.00568332 0.00568364 0.02736098 0.00400459 0.00401816 0.00401815
 0.00401742 0.01934327 0.16947311 0.17004831 0.17001309 0.17004508
 0.13484383]","[-18.37106359 -18.37106462 -18.37111858 -18.37106609 -17.97710639
 -18.37037052 -18.37119641 -18.37038242 -18.37037225 -17.97641208
 -18.37125623 -18.37064783 -18.37064682 -18.37064802 -17.9766887
 -18.37124192 -18.37068994 -18.37069018 -18.37070254 -17.97673125
 -17.57968627 -17.57913448 -17.57915166 -17.57913532 -17.63683225]"
0,0,43,3,3,-0.01,-0.01,"[0.00457419 0.01272878 0.01271291 0.01272906 0.06136643 0.00297656
 0.00295454 0.00296314 0.00297664 0.01434855 0.00618646 0.00280148
 0.00630105 0.00629903 0.03037275 0.00429353 0.00195917 0.0043553
 0.00436816 0.02099897 0.18210355 0.08309176 0.18520072 0.18475507
 0.1465822 ]","[-18.75808175 -18.50637037 -18.50626702 -18.50636771 -18.11215131
 -18.83769501 -18.83899806 -18.83842367 -18.83769153 -18.44350596
 -18.67486925 -18.86867294 -18.6711149  -18.67118421 -18.27692967
 -18.67918312 -18.87101337 -18.67626617 -18.67539817 -18.28203037
 -17.88728808 -18.07913589 -17.88352252 -17.884343   -17.94194171]"
0,0,44,4,3,-0.01,0.2,"[0.00539757 0.00582375 0.00582401 0.00579627 0.02808571 0.00547252
 0.00546099 0.0054725  0.00543193 0.02639153 0.00566316 0.00538274
 0.00564445 0.00567633 0.0273749  0.00563782 0.00533651 0.00565704
 0.00565737 0.02728134 0.16885278 0.16051519 0.169241   0.16863297
 0.13428961]","[-18.93005887 -18.91365542 -18.9136465  -18.91433984 -18.51938776
 -18.92617951 -18.92648746 -18.92618031 -18.92746241 -18.53191473
 -18.9199331  -18.93076548 -18.92045318 -18.91957847 -18.52530992
 -18.92036657 -18.93215068 -18.91981502 -18.91980511 -18.5255502
 -18.12912723 -18.1399316  -18.12877203 -18.12927825 -18.18635126]"
0,0,45,2,4,1.0,1.0,"[0.00979881 0.01126636 0.00529512 0.01085802 0.03203736 0.01073114
 0.01055371 0.00444763 0.01034712 0.03051648 0.00514854 0.00432481
 0.00519747 0.00529575 0.01506145 0.02034907 0.01798789 0.02083726
 0.0081532  0.05925417 0.16910437 0.15523275 0.08196113 0.16669764
 0.12954275]","[-17.0845038  -17.05280852 -17.23620383 -17.06033459 -16.7862596
 -17.06325391 -17.06606285 -17.27774166 -17.070699   -16.79669799
 -17.23153393 -17.27214866 -17.22941458 -17.22602857 -16.95944476
 -16.91564779 -16.94469752 -16.91138007 -17.14152156 -16.64482939
 -16.40975279 -16.42952059 -16.58680337 -16.41320528 -16.47720477]"
0,1,0,4,0,-0.01,-0.01,"[0.00088368 0.00129703 0.00116412 0.00129769 0.00259902 0.04274189
 0.00700019 0.03797293 0.04275908 0.08583468 0.00607251 0.02388747
 0.03277795 0.03278025 0.06574792 0.00437395 0.01795757 0.02369268
 0.0221686  0.04750308 0.02592543 0.10596298 0.12689832 0.13989218
 0.10080876]","[-15.40670374 -15.31662882 -15.33982099 -15.31653378 -15.13697321
 -14.47711317 -14.92702256 -14.50248252 -14.47703881 -14.29693454
 -15.0245113  -14.68109991 -14.60768148 -14.60766459 -14.42778673
 -15.02249181 -14.66889173 -14.60489448 -14.61836896 -14.42511171
 -14.60293759 -14.25033491 -14.20663906 -14.18624292 -14.26806954]"
0,1,1,3,0,-0.01,0.2,"[0.00747612 0.00807724 0.00694589 0.00804308 0.03049012 0.00486745
 0.00368022 0.00460451 0.00485444 0.01837407 0.0059443  0.00903818
 0.00894757 0.00917611 0.0346408  0.0041219  0.00566413 0.00571018
 0.00537807 0.02155422 0.12403882 0.17035266 0.16103338 0.1713584
 0.16562812]","[-17.02276578 -17.00637623 -17.03991485 -17.00702476 -16.6682149
 -17.02305328 -17.08744812 -17.03467921 -17.02340716 -16.68488734
 -17.06634747 -16.96709487 -16.96869257 -16.96405732 -16.62587674
 -17.06832465 -16.99344537 -16.99206471 -17.00436443 -16.65390993
 -16.22965368 -16.15493101 -16.16717371 -16.15380595 -16.16117115]"
0,1,2,1,3,-0.01,0.2,"[0.0026044  0.00262985 0.00262988 0.00258823 0.02200295 0.00185781
 0.00181565 0.00185788 0.00184667 0.01554366 0.00261786 0.00268297
 0.00266047 0.00268553 0.0224693  0.00256536 0.00265753 0.00265984
 0.00266003 0.02225401 0.1610846  0.16506369 0.16519811 0.16410627
 0.22325747]","[-19.13190294 -19.13017394 -19.13017213 -19.13312493 -18.59603125
 -19.13082103 -19.13526082 -19.13081463 -19.13180671 -18.59667675
 -19.13167065 -19.12674514 -19.12824177 -19.1266459  -18.59249776
 -19.13530029 -19.12809252 -19.12799247 -19.12798045 -18.59384807
 -18.04548915 -18.04059222 -18.04051139 -18.04158905 -17.96371641]"
0,1,3,3,4,-1.0,-1.0,"[0.00262628 0.0029887  0.0014219  0.00287362 0.0263002  0.00286063
 0.00286151 0.00125217 0.00268473 0.02517258 0.00151097 0.00130132
 0.00145521 0.00151137 0.01329892 0.00553408 0.00482933 0.00553464
 0.00212932 0.04870263 0.17753148 0.16250928 0.08433809 0.17113974
 0.24763128]","[-19.02909404 -19.00082845 -19.18124673 -19.00888726 -18.45561256
 -19.00819089 -19.00812606 -19.20915443 -19.02165972 -18.46298067
 -19.15656314 -19.1896998  -19.16414124 -19.15651147 -18.61131275
 -18.85835195 -18.88812025 -18.85833786 -19.09256299 -18.3131288
 -17.92488273 -17.94364464 -18.10570586 -17.93238794 -17.84080783]"
0,2,0,2,2,-0.01,-0.01,"[4.83596497e-04 1.03113253e-03 1.03020066e-03 1.87391336e-04
 8.61142037e-03 1.19579761e-03 3.34460611e-04 1.19365049e-03
 2.49552673e-04 9.98639902e-03 2.30085366e-03 5.31151631e-03
 1.66191919e-03 7.37480744e-03 6.15958347e-02 5.84948929e-05
 1.52196404e-04 2.25600373e-04 2.25423314e-04 1.88408859e-03
 8.08721460e-02 1.80940779e-01 2.45338896e-01 5.63413238e-02
 3.31412518e-01]","[-16.40179362 -16.21961763 -16.21981219 -16.64520159 -15.68582811
 -16.18278941 -16.49483621 -16.18318409 -16.57262671 -15.64900511
 -16.0247617  -15.81639584 -16.10813035 -15.73688509 -15.20307452
 -16.93068833 -16.6929696  -16.59682953 -16.59700289 -16.06303965
 -15.13207221 -14.93252793 -14.85870477 -15.22455691 -14.78216262]"
0,2,1,4,4,-0.01,-0.01,"[0.0025024  0.00253782 0.00246903 0.00253806 0.02230203 0.00177522
 0.00174449 0.00175749 0.00177535 0.01560039 0.00245447 0.00253036
 0.00253473 0.00253458 0.02227361 0.00175457 0.00177773 0.00177998
 0.00176636 0.01564242 0.16339956 0.16560453 0.1640806  0.16585359
 0.23101063]","[-17.28703418 -17.28445061 -17.28983024 -17.28443484 -16.73948967
 -17.28696806 -17.29021056 -17.2887468  -17.28695693 -16.74200759
 -17.29104027 -17.28488999 -17.28461555 -17.28462511 -16.73966405
 -17.28931404 -17.2868278  -17.28664913 -17.28794749 -16.74168575
 -16.19006153 -16.18752102 -16.18919039 -16.1873083  -16.10358398]"
0,2,2,4,3,-0.01,-0.01,"[0.005617   0.0056329  0.00555621 0.0056295  0.02660655 0.00396642
 0.00395357 0.00392244 0.00396559 0.01873455 0.00557069 0.00559417
 0.00557849 0.00559707 0.02643587 0.0039455  0.00395484 0.00395626
 0.00391812 0.01868702 0.16505225 0.16541683 0.16362933 0.16544296
 0.17363588]","[-18.89613786 -18.89573226 -18.89826214 -18.8957979  -18.50259653
 -18.89656073 -18.89703086 -18.89860444 -18.89656355 -18.50343191
 -18.89757329 -18.89687764 -18.89731925 -18.89681501 -18.50369291
 -18.8974688  -18.89710431 -18.89706605 -18.89877643 -18.5039307
 -17.98138062 -17.98105318 -17.98306736 -17.98101385 -17.96784856]"
0,2,3,2,4,-0.01,-0.01,"[0.00561523 0.00562076 0.00560362 0.0056196  0.02652428 0.00396953
 0.00396517 0.00396042 0.00396911 0.01873216 0.00560557 0.00561327
 0.00560816 0.00561424 0.02649315 0.00396438 0.00396745 0.00396791
 0.00395922 0.01872442 0.16493704 0.16505949 0.16470004 0.16506327
 0.17314249]","[-18.07580182 -18.07568099 -18.0761539  -18.07569949 -17.68275202
 -18.07589636 -18.07603231 -18.0762457  -18.07590101 -17.68296736
 -18.07606968 -18.07587155 -18.0759942  -18.07585632 -17.68293068
 -18.07607716 -18.07597275 -18.07596477 -18.0762844  -17.68303661
 -17.16100858 -17.16091258 -17.16125035 -17.16090567 -17.14783787]"
0,2,4,4,1,-0.01,-0.01,"[0.00250101 0.00250248 0.00250046 0.00250249 0.02224742 0.001769
 0.00176785 0.00176831 0.00176901 0.0157267  0.0024999  0.00250199
 0.00250221 0.00250217 0.02224483 0.00176833 0.00176911 0.00176922
 0.00176869 0.01572866 0.16456813 0.16464152 0.16458516 0.16465396
 0.23144138]","[-19.39215727 -19.39208452 -19.39218819 -19.39208407 -18.84475932
 -19.39213328 -19.39221389 -19.3921784  -19.39213297 -18.84480764
 -19.39221781 -19.39210411 -19.39209493 -19.39209685 -18.84476988
 -19.39218693 -19.39213068 -19.3921257  -19.39215698 -18.84479917
 -18.29352826 -18.29347218 -18.29351241 -18.29346531 -18.20770872]"
0,2,5,3,2,-0.01,-0.01,"[0.00559054 0.00559205 0.00557866 0.00559198 0.02650426 0.00395244
 0.00395127 0.00394415 0.00395248 0.01873306 0.00558027 0.00558251
 0.00558089 0.00558286 0.02646068 0.00394945 0.00395022 0.0039504
 0.00394367 0.01872341 0.16501276 0.16504296 0.16470349 0.16505217
 0.17349337]","[-19.00562266 -19.00559704 -19.00596563 -19.0055928  -18.61172674
 -19.00566644 -19.0056942  -19.0059883  -19.00566047 -18.6117963
 -19.00588668 -19.00583776 -19.00587135 -19.0058323  -18.61196191
 -19.00577647 -19.00575689 -19.00575308 -19.00600272 -18.61188294
 -18.08984549 -18.08982791 -18.09014643 -18.0898182  -18.07622946]"
0,2,6,4,4,-0.01,-0.01,"[0.00247173 0.00247218 0.00247221 0.00247013 0.02204845 0.00174783
 0.00174746 0.00174785 0.0017467  0.01558821 0.00247273 0.0024731
 0.0024709  0.00247318 0.02205737 0.00247004 0.00247076 0.00247083
 0.00247086 0.02203636 0.16297599 0.16299967 0.16300597 0.16289764
 0.22974186]","[-18.40358883 -18.40357086 -18.40356942 -18.40367955 -17.85561845
 -18.403595   -18.40361602 -18.40359376 -18.40367787 -17.85564258
 -18.40354028 -18.40352548 -18.40364695 -18.40352277 -17.85557038
 -18.40367519 -18.40364125 -18.40363891 -18.40363745 -17.85568646
 -17.30468164 -17.3046669  -17.30466248 -17.30474824 -17.2183178 ]"
0,2,7,0,3,-0.01,-0.01,"[0.00664076 0.00671154 0.00134716 0.00653784 0.03184597 0.00459538
 0.00454509 0.00093101 0.00451265 0.02180465 0.00026089 0.00026447
 0.00026116 0.00026497 0.00125722 0.01106607 0.01123904 0.01125652
 0.00193739 0.05341006 0.19225433 0.19355321 0.03932252 0.1902876
 0.2038925 ]","[-17.72742877 -17.72580768 -18.12685287 -17.73129981 -17.33170392
 -17.7341385  -17.73572625 -18.13286066 -17.73794821 -17.34003837
 -18.44537324 -18.44282377 -18.4451687  -18.44252599 -18.04843354
 -17.55623539 -17.55347468 -17.55324001 -17.993126   -17.15914391
 -16.81770131 -16.81679656 -17.2149926  -16.82043382 -16.80282821]"
0,2,8,2,0,-0.01,-0.01,"[0.00253304 0.00253275 0.0022187  0.00251368 0.02261242 0.00177978
 0.00178023 0.00156853 0.00177058 0.01589027 0.00235362 0.002364
 0.0023526  0.00236395 0.02110496 0.0027192  0.0027251  0.00272504
 0.00227722 0.02432921 0.16629821 0.16637312 0.14660999 0.16549538
 0.2347084 ]","[-18.96064033 -18.96066116 -18.99024627 -18.96200352 -18.41250694
 -18.96217877 -18.96197941 -18.99041575 -18.96307902 -18.41401922
 -18.9767302  -18.97602472 -18.9768227  -18.97602775 -18.42787763
 -18.94463465 -18.94446139 -18.94446429 -18.98531349 -18.39630901
 -17.86277727 -17.86287708 -17.89112853 -17.86379124 -17.77632472]"
0,2,9,0,2,-0.01,-0.01,"[0.00247855 0.00248235 0.00247746 0.00248237 0.02224125 0.00175637
 0.00175008 0.00175441 0.00175638 0.01573679 0.00247491 0.00248643
 0.00248688 0.00248684 0.02228245 0.0017513  0.00175792 0.00175809
 0.00175672 0.01575227 0.16387278 0.16449693 0.16433169 0.16451578
 0.23287303]","[-17.85759809 -17.85738022 -17.85766687 -17.857379   -17.30855923
 -17.85733484 -17.8579048  -17.85748402 -17.857334   -17.30851173
 -17.85788405 -17.85709667 -17.85708029 -17.85708238 -17.30825071
 -17.85782332 -17.85719144 -17.85718903 -17.85728178 -17.30836479
 -16.75850422 -16.7578673  -16.7580051  -16.75786466 -16.67058522]"
0,2,10,1,0,-0.01,-0.01,"[0.00254429 0.00254404 0.0022572  0.00255384 0.02283376 0.00179008
 0.0017911  0.0015958  0.00179598 0.01606643 0.00237677 0.00238376
 0.00237657 0.00238372 0.0213948  0.00171312 0.00171272 0.0017127
 0.00157361 0.01537221 0.16777958 0.16775337 0.14953693 0.16829759
 0.23786003]","[-17.24003093 -17.2400496  -17.26663916 -17.23917964 -16.69090841
 -17.24122603 -17.24100386 -17.26676465 -17.24049425 -16.69208908
 -17.25451565 -17.25406778 -17.25453906 -17.25406978 -16.70492917
 -17.25061103 -17.25078982 -17.25079122 -17.26921807 -16.70164945
 -16.14155522 -16.14172788 -16.16727428 -16.14100272 -16.05408871]"
0,2,11,1,0,0.2,-0.01,"[0.00245785 0.00247057 0.00244217 0.00247114 0.0221936  0.00245924
 0.00245929 0.00242613 0.00245999 0.02209211 0.00244472 0.00243171
 0.00244256 0.00244473 0.02196174 0.00173525 0.00172923 0.00173523
 0.00172012 0.01558819 0.16315936 0.16258828 0.16130217 0.16320371
 0.23158091]","[-17.72343822 -17.72259445 -17.72472228 -17.72253705 -17.17330157
 -17.7232202  -17.72321706 -17.7257516  -17.72314718 -17.17392339
 -17.72425646 -17.72514578 -17.72436736 -17.72425596 -17.17495949
 -17.72381253 -17.7243586  -17.72381424 -17.72537165 -17.17451666
 -16.62372696 -16.62426908 -16.62583919 -16.62366159 -16.53587398]"
0,2,12,4,3,0.5,0.2,"[0.00052164 0.00105042 0.00101379 0.00105003 0.00944237 0.00106092
 0.00106103 0.00096392 0.00106032 0.00953629 0.00309465 0.00115582
 0.00305027 0.00309017 0.02777756 0.00197203 0.00078941 0.00196927
 0.00189094 0.01770197 0.19092645 0.07660551 0.18183232 0.1906056
 0.2707773 ]","[-19.19466811 -19.02480958 -19.0317475  -19.024765   -18.47539812
 -19.07782303 -19.07780407 -19.09875469 -19.07779931 -18.52842317
 -18.84935327 -19.0907119  -18.85180517 -18.84967396 -18.30026539
 -18.87528127 -19.09962237 -18.87558971 -18.88349732 -18.32617895
 -17.76895818 -17.99269945 -17.77890495 -17.76918114 -17.68128674]"
0,2,13,2,0,0.2,0.2,"[0.00425821 0.00545488 0.00537459 0.00544723 0.01368111 0.00999652
 0.00731941 0.00967434 0.00997873 0.02507226 0.00898024 0.00804612
 0.00916979 0.00925118 0.02320213 0.00602367 0.00546344 0.00617426
 0.00607832 0.01548561 0.17451003 0.15824178 0.17611277 0.17865346
 0.11834992]","[-17.38920145 -17.33256283 -17.33517847 -17.33274503 -17.09651564
 -17.27808218 -17.35084557 -17.28442612 -17.27831011 -17.04203007
 -17.30055387 -17.32490808 -17.29514856 -17.29389169 -17.05784715
 -17.31229834 -17.33398614 -17.3068526  -17.3093855  -17.0708009
 -16.55648585 -16.57821376 -16.55370746 -16.55118594 -16.65283877]"
0,2,14,2,4,1.0,1.0,"[0.00327592 0.00335205 0.00334578 0.0033521  0.01004011 0.00479459
 0.00466198 0.00477674 0.0047947  0.01436103 0.004783   0.00472008
 0.00479071 0.0047907  0.01434941 0.00337566 0.00333846 0.00338059
 0.00337685 0.01012528 0.19241    0.1902858  0.19233939 0.19269962
 0.11847947]","[-18.69507839 -18.6906272  -18.69087292 -18.69062523 -18.41020839
 -18.68804504 -18.69365592 -18.68860262 -18.68804201 -18.4076234
 -18.68873189 -18.69125025 -18.6884703  -18.68846718 -18.40804444
 -18.68929392 -18.69139123 -18.68906227 -18.6891702  -18.40865156
 -17.81504172 -17.81714191 -17.81503134 -17.81480765 -17.93555681]"
0,3,0,3,3,-0.01,-0.01,"[0.00025992 0.00156304 0.00150416 0.00156327 0.01104875 0.00305038
 0.00050516 0.00294359 0.00305081 0.02156853 0.00315043 0.00312675
 0.00335215 0.00335192 0.02369515 0.00228174 0.0022686  0.00239771
 0.00234784 0.01695167 0.16566379 0.16469864 0.16893725 0.17419858
 0.21652015]","[-16.98716381 -16.5431795  -16.55067734 -16.54315611 -16.04872063
 -16.35718814 -16.80650116 -16.36400073 -16.35716493 -15.8626577
 -16.395036   -16.39581766 -16.38126168 -16.38127692 -15.88680464
 -16.39067316 -16.39115345 -16.37977951 -16.38355655 -15.88527845
 -15.34194397 -15.34243958 -15.3366848  -15.33093162 -15.27437898]"
0,3,1,4,3,-0.01,-0.01,"[0.00223951 0.00310614 0.00310634 0.00299178 0.02646338 0.00162956
 0.00135762 0.00162976 0.00159179 0.01388329 0.00262691 0.0026834
 0.0025732  0.00267362 0.02277841 0.0025632  0.00263817 0.0026283
 0.0026288  0.0223921  0.16162289 0.16502703 0.1643885  0.16026409
 0.2245122 ]","[-19.28384268 -19.20729655 -19.20728043 -19.21461351 -18.66909442
 -19.26973787 -19.31107118 -19.26971184 -19.27413776 -18.73153745
 -19.24288413 -19.23849651 -19.24707918 -19.23955575 -18.70135354
 -19.24690045 -19.24091406 -19.24198022 -19.24194305 -18.7037808
 -18.15718538 -18.15288744 -18.15397318 -18.15872915 -18.07472736]"
0,3,2,2,1,-0.01,-0.01,"[0.00596473 0.00673852 0.00487493 0.0064767  0.03163395 0.00371228
 0.00342804 0.00276983 0.00362438 0.01742767 0.00514494 0.00534671
 0.00523219 0.00536911 0.0252046  0.00778023 0.00804033 0.00807051
 0.00541101 0.03788684 0.16506986 0.16825924 0.12575964 0.16439318
 0.17638059]","[-18.82301358 -18.79587188 -18.87110906 -18.8038003  -18.40408383
 -18.85062    -18.86759542 -18.91870966 -18.85527051 -18.45882708
 -18.86564176 -18.85764492 -18.86189147 -18.85703755 -18.46525669
 -18.7657009  -18.75909021 -18.75861399 -18.85277337 -18.36682668
 -17.92100225 -17.91730048 -17.9852467  -17.92206098 -17.90474163]"
0,3,3,0,0,-0.01,-0.01,"[0.00247043 0.00253093 0.00251462 0.00253102 0.02242682 0.00176549
 0.00173794 0.00175891 0.00176553 0.01564422 0.00249378 0.00251131
 0.00251309 0.00251298 0.02226783 0.00176513 0.00177323 0.00177412
 0.00176948 0.01572074 0.16414047 0.16490123 0.16435252 0.16500209
 0.23135607]","[-19.42096427 -19.41620082 -19.41726274 -19.4161962  -18.8695413
 -19.41905845 -19.42199617 -19.41963907 -19.41905531 -18.87239776
 -19.41894672 -19.41769391 -19.41760709 -19.41761354 -18.87095318
 -19.41902507 -19.41822663 -19.41817981 -19.41855196 -18.87151815
 -18.32043445 -18.31962977 -18.32016776 -18.31956662 -18.23434241]"
0,3,4,2,2,-0.01,-0.01,"[0.00253446 0.00253424 0.0023094  0.00254011 0.02263727 0.00178456
 0.00177495 0.00163937 0.00178843 0.01593981 0.00238661 0.00242116
 0.0024082  0.00242103 0.02162541 0.0017216  0.00173611 0.00173603
 0.00162745 0.01550715 0.16594499 0.16735684 0.15370063 0.16770493
 0.23621925]","[-19.20310997 -19.20312548 -19.22339871 -19.20254801 -18.65487922
 -19.20452539 -19.20535487 -19.22300314 -19.20400109 -18.65629266
 -19.2152913  -19.21263858 -19.2135215  -19.21264678 -18.6644071
 -19.21190535 -19.21048761 -19.21049392 -19.22422067 -18.66224885
 -18.10601654 -18.10461108 -18.12312674 -18.10409394 -18.01793447]"
0,3,5,4,0,-0.01,-0.01,"[0.00247468 0.00248322 0.0024782  0.00248325 0.02225457 0.00175554
 0.00174683 0.0017536  0.00175555 0.01573281 0.00247389 0.00248666
 0.00248759 0.00248754 0.02229388 0.00175035 0.00175773 0.00175827
 0.0017569  0.01575712 0.16377876 0.16447511 0.16434176 0.16452487
 0.23295133]","[-18.1528956  -18.15234523 -18.15263744 -18.1523439  -17.60347997
 -18.15244759 -18.15326841 -18.15259277 -18.15244669 -17.60358688
 -18.1529944  -18.15210803 -18.15206048 -18.15206295 -17.60319133
 -18.15296542 -18.15224677 -18.15221231 -18.15230272 -17.60335357
 -17.05366448 -17.05293972 -17.05304467 -17.05290978 -16.96556514]"
0,3,6,0,0,-0.01,-0.01,"[0.00557691 0.00558233 0.00553556 0.00558306 0.02653574 0.0039427
 0.00393766 0.00391379 0.00394329 0.01874229 0.00554188 0.00555166
 0.00554857 0.0055526  0.02639487 0.00393149 0.00393545 0.00393597
 0.00391348 0.01870988 0.16507721 0.1652461  0.16404987 0.16528912
 0.17402854]","[-17.27934983 -17.27923351 -17.28072679 -17.27919477 -16.8847617
 -17.27945903 -17.27961822 -17.28076177 -17.279422   -16.88497973
 -17.28037753 -17.2801136  -17.28018399 -17.28009742 -16.88562118
 -17.27994819 -17.2798115  -17.27979943 -17.28077146 -16.8853254
 -16.36312005 -16.36298086 -16.36427615 -16.36293692 -16.3489562 ]"
0,3,7,4,1,-0.01,-0.01,"[0.00248998 0.00248995 0.00248475 0.0024899  0.02226742 0.00176055
 0.0017601  0.0017575  0.00176054 0.01574447 0.00248564 0.00248735
 0.00248619 0.00248734 0.0222439  0.00175913 0.0017598  0.00175979
 0.00175715 0.01573765 0.16443033 0.16449289 0.16420525 0.16449059
 0.23241183]","[-19.35511959 -19.35512119 -19.35543687 -19.3551181  -18.80664888
 -19.35515531 -19.35518006 -19.35541442 -19.35515174 -18.80668341
 -19.35536313 -19.35527779 -19.3553319  -19.35527818 -18.80680746
 -19.35525842 -19.35521689 -19.35521716 -19.35543213 -18.80674523
 -18.25604543 -18.25600638 -18.25626607 -18.25600229 -18.16912441]"
0,3,8,0,1,-0.01,-0.01,"[0.00557098 0.00557284 0.00556776 0.00557265 0.02646662 0.00394245
 0.00393697 0.00393997 0.00394234 0.01872347 0.00556674 0.00557778
 0.00557664 0.00557784 0.02649017 0.00393706 0.00394365 0.00394363
 0.00394141 0.01872892 0.16476675 0.16504032 0.16493688 0.16503584
 0.17370033]","[-17.76730138 -17.76726723 -17.76738627 -17.76726727 -17.37297877
 -17.76721885 -17.76741359 -17.76729605 -17.76721921 -17.3729312
 -17.76743462 -17.76713262 -17.767155   -17.76713719 -17.37285078
 -17.7674151  -17.7671631  -17.767169   -17.76723285 -17.37288351
 -16.85118163 -16.85093442 -16.8510153  -16.85093969 -16.83704523]"
