seed,episode,step,aif_action,stay_action,aif_reward,stay_reward,q_pi,G
1,0,14,2,1,-0.01,-0.01,"[0.00246506 0.00247125 0.00246194 0.0024713  0.02222815 0.00174981
 0.0017379  0.00174591 0.00174984 0.01573906 0.00245695 0.00247951
 0.00248011 0.00248006 0.02230736 0.00173975 0.00175287 0.00175311
 0.00175037 0.01576876 0.16324239 0.16447967 0.16412996 0.16451123
 0.23384768]","[-19.4282674  -19.42788645 -19.42848575 -19.42788415 -18.87837319
 -19.42777411 -19.42894608 -19.42810342 -19.42777247 -18.87826021
 -19.42894951 -19.42728682 -19.42726783 -19.42727044 -18.87775719
 -19.42881368 -19.42746226 -19.42745996 -19.42767326 -18.87794593
 -18.32921857 -18.32786222 -18.3281889  -18.32785274 -18.23968964]"
1,0,15,2,1,-0.01,-0.01,"[0.00247024 0.00247533 0.00246789 0.00247537 0.02226518 0.00175051
 0.00174349 0.0017474  0.00175052 0.01574551 0.00246497 0.00247769
 0.00247834 0.0024783  0.02229191 0.00174496 0.00175183 0.00175216
 0.00174991 0.01576039 0.16369372 0.16434293 0.1640749  0.16438108
 0.23366549]","[-19.42871508 -19.4284103  -19.42887526 -19.42840844 -18.87889416
 -19.42846045 -19.42910566 -19.42871776 -19.42845913 -18.87894428
 -19.42911261 -19.42822896 -19.42819946 -19.42820134 -18.87868511
 -19.42900619 -19.42834371 -19.42832677 -19.42849941 -18.87881057
 -18.32945438 -18.32878793 -18.32903073 -18.32876553 -18.24060081]"
1,0,16,4,1,-0.01,-0.01,"[0.0024748  0.00247715 0.00247378 0.00247717 0.02228188 0.00175137
 0.00174874 0.00174996 0.00175138 0.01575348 0.0024727  0.00247729
 0.00247762 0.0024776  0.02228591 0.00174942 0.00175174 0.00175192
 0.00175088 0.01575843 0.16401473 0.16423372 0.16411485 0.16425371
 0.23348976]","[-19.42926669 -19.42914054 -19.42932959 -19.42913972 -18.87962191
 -19.42918231 -19.42939357 -19.42928615 -19.42918174 -18.87966369
 -19.42940098 -19.42911895 -19.42910483 -19.42910589 -18.87958725
 -19.42935307 -19.42915751 -19.42914838 -19.42921933 -18.87962974
 -18.32990691 -18.32971016 -18.32980644 -18.32969864 -18.24152993]"
1,0,17,4,1,-0.01,-0.01,"[0.00557669 0.00557778 0.005513   0.00557962 0.02655812 0.00394022
 0.00393902 0.00389804 0.00394136 0.018761   0.00552593 0.00553066
 0.00552797 0.00553115 0.02633608 0.00392675 0.00392771 0.00392797
 0.00389637 0.01870265 0.16528456 0.16532165 0.1635599  0.16537992
 0.17433588]","[-19.00910772 -19.00910409 -19.01126472 -19.00903324 -18.61430907
 -19.00929111 -19.00930473 -19.01128173 -19.00923255 -18.61449629
 -19.01059701 -19.01048096 -19.01054186 -19.01047291 -18.6156779
 -19.00993134 -19.00991516 -19.0099094  -19.01134919 -18.61511458
 -18.09265002 -18.09263944 -18.09462583 -18.09257521 -18.07829238]"
1,0,18,3,1,-0.01,-0.01,"[0.00558271 0.00558392 0.00556972 0.00558398 0.02650211 0.00394694
 0.0039458  0.00393819 0.00394702 0.01873274 0.00557137 0.00557392
 0.00557242 0.00557423 0.0264561  0.00394375 0.00394461 0.00394477
 0.00393775 0.01872243 0.16500505 0.16504003 0.16467991 0.16505019
 0.17365035]","[-19.00964965 -19.00963104 -19.010026   -19.0096237  -18.61547633
 -19.00969315 -19.00971997 -19.01003608 -19.00968588 -18.61553864
 -19.00994317 -19.00988651 -19.00991716 -19.00988188 -18.6157272
 -19.00981256 -19.00979008 -19.00978676 -19.01004964 -18.61563226
 -18.09362976 -18.09360894 -18.09394924 -18.0935984  -18.07978996]"
1,0,19,3,1,0.2,-0.01,"[0.00246854 0.00246894 0.00246896 0.00246684 0.02204857 0.00174558
 0.00174521 0.00174559 0.00174441 0.01558868 0.00246953 0.00246992
 0.00246763 0.00247    0.02205804 0.00246678 0.00246751 0.00246758
 0.00246761 0.0220364  0.1629358  0.1629615  0.16296747 0.16285506
 0.22994786]","[-19.42714759 -19.42713224 -19.42713097 -19.42724452 -18.87892594
 -19.42715341 -19.42717423 -19.4271523  -19.4272406  -18.8789471
 -19.42709921 -19.42708288 -19.42721108 -19.42708039 -18.87887401
 -19.42723864 -19.42720351 -19.42720134 -19.42720001 -18.87899511
 -18.32810273 -18.3280864  -18.32808218 -18.32817231 -18.2414953 ]"
1,0,20,3,1,0.2,-0.01,"[3.04162025e-03 3.08021426e-03 3.08337914e-03 5.78171272e-04
 2.76050364e-02 2.13344087e-03 2.10298414e-03 2.13542329e-03
 4.03944526e-04 1.91203802e-02 9.76200279e-04 9.83992093e-04
 2.30541815e-04 9.85110129e-04 8.82878088e-03 9.11213828e-05
 9.25794764e-05 9.27056423e-05 9.27101159e-05 8.30817846e-04
 1.98791028e-01 2.00794315e-01 2.01223412e-01 3.80998298e-02
 2.84602261e-01]","[-18.18789293 -18.18578203 -18.18553581 -18.60384514 -17.63690861
 -18.19158234 -18.19392322 -18.19135995 -18.60748477 -17.64270537
 -18.43199987 -18.43081921 -18.7925814  -18.43065288 -17.88177685
 -18.97334008 -18.97029309 -18.97007457 -18.97006733 -18.42120652
 -17.09283549 -17.09122958 -17.09082857 -17.50671484 -17.00374918]"
1,0,21,1,1,-0.01,-0.01,"[0.00272193 0.00274211 0.00274466 0.00173946 0.0246036  0.0018764
 0.00186302 0.00187793 0.00121237 0.01683609 0.00140685 0.00141298
 0.00103258 0.00141452 0.01269179 0.00219439 0.00222761 0.00223061
 0.0022307  0.02001435 0.17603846 0.17670937 0.17707921 0.11429415
 0.25080489]","[-19.25785162 -19.25679973 -19.2566022  -19.36517038 -18.70772023
 -19.26363049 -19.26452681 -19.26345694 -19.36766413 -18.71455052
 -19.31890402 -19.31835553 -19.39214582 -19.3181956  -18.76911546
 -19.32236797 -19.31948423 -19.31926623 -19.31926008 -18.7701845
 -18.1636006  -18.1632275  -18.16286173 -18.26708382 -18.07545207]"
1,0,22,1,1,-0.01,-0.01,"[0.00247216 0.00247884 0.00247087 0.00241334 0.0222623  0.00247782
 0.00247799 0.00246947 0.00240484 0.02225303 0.00171483 0.00171205
 0.00164116 0.00171475 0.01540004 0.00247319 0.00246396 0.0024731
 0.00235338 0.02221079 0.16363945 0.16339321 0.16311453 0.15932423
 0.23219068]","[-19.4144723  -19.41415565 -19.41473158 -19.41948458 -18.86490797
 -19.41385058 -19.41383921 -19.4144728  -19.41983145 -18.8646035
 -19.41833581 -19.41850762 -19.42733412 -19.41834409 -18.86909672
 -19.41363334 -19.41416063 -19.41364001 -19.4240484  -18.86439175
 -18.31533462 -18.31545881 -18.3159122  -18.32065857 -18.22754051]"
1,0,23,2,1,-0.01,-0.01,"[0.0024469  0.00249736 0.00249064 0.00244286 0.02244272 0.00244969
 0.00244983 0.00244293 0.00238706 0.02201411 0.00172241 0.00169902
 0.00166496 0.00172238 0.01547822 0.00247241 0.00242891 0.00247241
 0.00238341 0.0222184  0.16382003 0.16156474 0.1633952  0.16027867
 0.23261476]","[-19.41747086 -19.4136182  -19.4140794  -19.41789532 -18.86425974
 -19.4162506  -19.41624129 -19.41674613 -19.4213554  -18.86689379
 -19.41845546 -19.42096738 -19.42522186 -19.41845862 -18.86910098
 -19.41479672 -19.41810164 -19.41479718 -19.42227096 -18.86543921
 -18.31622312 -18.31874082 -18.31667044 -18.32047321 -18.22828159]"
1,0,24,2,1,-0.01,-0.01,"[0.00220959 0.00225517 0.00210023 0.00225491 0.02027235 0.00358536
 0.00215864 0.00341567 0.00358544 0.03222986 0.00172706 0.00258555
 0.00267214 0.00267158 0.02401552 0.00183805 0.00261135 0.00266804
 0.00256006 0.02398381 0.11680294 0.16615962 0.16510281 0.16962197
 0.24091224]","[-19.32868483 -19.32480262 -19.33985735 -19.32482469 -18.7753939
 -19.20988158 -19.33108879 -19.21968928 -19.20987208 -18.66047242
 -19.37288296 -19.27636865 -19.26974021 -19.26978321 -18.72037465
 -19.35825841 -19.27458288 -19.27040568 -19.27870425 -18.72099608
 -18.26803634 -18.184053   -18.18517187 -18.18003626 -18.09204695]"
1,0,25,2,1,-0.01,-0.01,"[0.00283837 0.00305445 0.00133242 0.00305873 0.02746446 0.00416985
 0.00301462 0.00238648 0.00417726 0.03749384 0.00130492 0.00202882
 0.00221493 0.00221429 0.0199102  0.00091181 0.0010616  0.00111715
 0.00076064 0.01004507 0.14315707 0.17312472 0.10994192 0.18325623
 0.25996016]","[-19.02467927 -19.00920458 -19.21046643 -19.00890154 -18.45975124
 -18.9383546  -19.01462362 -19.07162047 -18.93796655 -18.38890013
 -19.21479889 -19.10747391 -19.08850428 -19.08856339 -18.53910844
 -19.19658714 -19.1605101  -19.15010917 -19.24058865 -18.60065286
 -17.99010701 -17.94444722 -18.054555   -17.93275836 -17.84503235]"
1,0,26,0,1,-0.01,-0.01,"[0.00248016 0.00253819 0.00215337 0.00253926 0.02282638 0.00266134
 0.00250567 0.00238567 0.00266266 0.02393385 0.002178   0.00235722
 0.0024299  0.00242964 0.02185008 0.00160183 0.00163796 0.00166506
 0.00156137 0.01497418 0.15988474 0.16404459 0.15246369 0.16699736
 0.23723782]","[-19.37755544 -19.3731575  -19.40996179 -19.37307558 -18.82367343
 -19.36328534 -19.37592969 -19.38709109 -19.36318951 -18.81380181
 -19.40659124 -19.38861585 -19.38258341 -19.38260277 -18.8331192
 -19.39904013 -19.39424108 -19.39122136 -19.40478947 -18.84173701
 -18.28587598 -18.28027889 -18.2966577  -18.27699697 -18.18895167]"
1,0,27,4,1,-0.01,-0.01,"[0.00249082 0.00249071 0.00242981 0.00248596 0.02240136 0.00175649
 0.00175296 0.00171954 0.00175354 0.01579781 0.00245762 0.00247261
 0.00242394 0.00247253 0.02223788 0.0017355  0.00174086 0.00174082
 0.00169745 0.01565693 0.16448329 0.16501656 0.16152152 0.1647221
 0.2345414 ]","[-19.42069663 -19.4207038  -19.42557206 -19.421025   -18.87120419
 -19.42150703 -19.42175796 -19.42566045 -19.42177646 -18.87200718
 -19.42291522 -19.42192331 -19.42575634 -19.42192766 -18.87242786
 -19.42360707 -19.42315659 -19.42315951 -19.42807698 -18.87365985
 -18.32213584 -18.32167909 -18.32585321 -18.32196373 -18.23353635]"
1,0,28,0,1,-0.01,-0.01,"[0.00531964 0.00537079 0.00519893 0.00535212 0.02557274 0.00370416
 0.00318308 0.00366137 0.00369528 0.01763716 0.00473431 0.00598008
 0.00582757 0.0059537  0.02834822 0.00329348 0.00404302 0.00402506
 0.0039481  0.0191651  0.14065426 0.17271415 0.16978242 0.17149381
 0.18134146]","[-18.96101076 -18.9593882  -18.96584354 -18.95999375 -18.56459129
 -18.95921922 -18.99315129 -18.9611701  -18.95960674 -18.56442238
 -18.98447412 -18.93088201 -18.93599664 -18.93206384 -18.53726714
 -18.98769711 -18.94074341 -18.94186452 -18.94525965 -18.54706777
 -18.0677469  -18.02075927 -18.02402398 -18.02231916 -18.00752778]"
1,0,29,1,1,-0.01,-0.01,"[0.00248621 0.00248616 0.002472   0.00248489 0.02227819 0.00175701
 0.00175472 0.00174961 0.00175623 0.01574444 0.0024774  0.0024856
 0.00247261 0.00248555 0.02227278 0.0017511  0.00175425 0.00175423
 0.0017444  0.01571942 0.16425042 0.16456671 0.1638601  0.16448363
 0.23295232]","[-19.42645648 -19.42645924 -19.42742526 -19.42653041 -18.87761143
 -19.4266775  -19.42684854 -19.42737299 -19.42673522 -18.87782876
 -19.42700568 -19.42649859 -19.42737523 -19.4265008  -18.87765258
 -19.42716175 -19.42690624 -19.42690772 -19.42784239 -18.8780597
 -18.32745801 -18.32718896 -18.32789451 -18.32725449 -18.23990653]"
1,0,30,3,1,-0.01,-0.01,"[0.00244426 0.00247491 0.00247291 0.00247441 0.02221405 0.00244652
 0.00244654 0.00244204 0.00244611 0.02195914 0.00246413 0.00243947
 0.00246124 0.00246415 0.02211748 0.00173976 0.00172488 0.00173977
 0.00173777 0.01561563 0.16301869 0.16161317 0.16288788 0.16299221
 0.23116287]","[-19.42819931 -19.42588782 -19.42597317 -19.42591027 -18.87674055
 -19.42782442 -19.42782306 -19.42809315 -19.42784387 -18.87867752
 -19.42666577 -19.42847968 -19.42681508 -19.42666402 -18.87751693
 -19.42696074 -19.42850539 -19.42695962 -19.42709912 -18.87781257
 -18.32750824 -18.32906095 -18.32760087 -18.3275263  -18.23985697]"
1,0,31,4,1,-0.01,-0.01,"[0.00203988 0.00206145 0.00206142 0.00203236 0.01852081 0.00399728
 0.00208312 0.00399797 0.00395913 0.03591365 0.00160072 0.00256448
 0.00258301 0.0026016  0.02337416 0.00159504 0.00258527 0.00263848
 0.00263913 0.02370531 0.10514332 0.16850044 0.17092743 0.17029836
 0.24257618]","[-19.31277425 -19.31087829 -19.31088104 -19.31347218 -18.76156112
 -19.15086768 -19.30830444 -19.15082862 -19.15226346 -18.60154653
 -19.35573231 -19.24256    -19.24066692 -19.23977068 -18.69044909
 -19.35657396 -19.24042061 -19.23638909 -19.23633723 -18.68706917
 -18.25798479 -18.14474321 -18.14195182 -18.14221366 -18.05412953]"
1,0,32,0,1,-0.01,-0.01,"[0.00639582 0.00672838 0.00235032 0.00628416 0.03201855 0.00984137
 0.00743527 0.00550085 0.00918932 0.04683222 0.0019846  0.00351798
 0.00359451 0.00376522 0.017918   0.0104789  0.01371752 0.01462005
 0.00715366 0.06957316 0.13287122 0.15994386 0.0946409  0.15862936
 0.17501481]","[-18.43747243 -18.42729012 -18.68497172 -18.44175939 -18.03260154
 -18.33949577 -18.40635485 -18.47940355 -18.35407003 -17.9448079
 -18.71343664 -18.57324548 -18.56813582 -18.55891836 -18.16422474
 -18.32549735 -18.25879492 -18.24561807 -18.4192413  -17.850928
 -17.60887465 -17.56327269 -17.69124927 -17.5654038  -17.54170367]"
1,0,33,4,1,-0.01,-0.01,"[0.00249861 0.00249843 0.00232508 0.00246788 0.02237154 0.00175648
 0.00175069 0.0016484  0.00174285 0.01572811 0.00237928 0.00240714
 0.00238339 0.00240701 0.021553   0.00255362 0.00257864 0.00257851
 0.0023542  0.02308865 0.1641078  0.16498735 0.15479304 0.16366576
 0.23337454]","[-19.40820952 -19.40822228 -19.42357838 -19.41046482 -18.85951173
 -19.40986607 -19.41030311 -19.42338046 -19.41122549 -18.86115331
 -19.41772488 -19.4156402  -19.41740439 -19.41564787 -18.86693675
 -19.40298013 -19.40135232 -19.40136024 -19.42115612 -18.8526488
 -18.31057822 -18.30977756 -18.32333401 -18.3111764  -18.2226499 ]"
1,0,34,1,1,-0.01,-0.01,"[0.00529908 0.0053682  0.00497988 0.00527547 0.02550837 0.00368532
 0.00318424 0.00353011 0.0036573  0.01751176 0.00460003 0.00579169
 0.00570978 0.00577558 0.02744412 0.00490252 0.00604308 0.00602449
 0.00563872 0.02862687 0.1405192  0.17062223 0.16254013 0.16871779
 0.17904404]","[-18.95325708 -18.950986   -18.96691791 -18.95421313 -18.55658818
 -18.95311498 -18.98564983 -18.9618081  -18.95427604 -18.55871717
 -18.98246465 -18.92960466 -18.93234886 -18.93046354 -18.53606592
 -18.96895107 -18.92117667 -18.92212761 -18.93593427 -18.52773006
 -18.06014607 -18.01587525 -18.02593057 -18.01800201 -18.00284081]"
1,0,35,1,1,-0.01,-0.01,"[0.00242598 0.00247726 0.00246183 0.0024723  0.02214643 0.00242861
 0.00242867 0.00240422 0.00241916 0.02171143 0.00244914 0.00240203
 0.0024426  0.00244919 0.02189554 0.0024627  0.00242022 0.00246275
 0.00244187 0.02201666 0.16199688 0.15965061 0.16104216 0.16168543
 0.22880634]","[-19.4246169  -19.4205857  -19.42162382 -19.42085062 -18.87217641
 -19.42402944 -19.42402603 -19.42584197 -19.4246557  -18.87562077
 -19.42256522 -19.42626901 -19.42295442 -19.42256112 -18.87415132
 -19.4216365  -19.42490675 -19.42163301 -19.42311719 -18.87322388
 -18.32344524 -18.32616731 -18.32443117 -18.32370832 -18.23664162]"
1,0,36,2,1,0.2,-0.01,"[0.00105493 0.00142171 0.00140052 0.00141212 0.01274839 0.00225076
 0.00225089 0.00217694 0.00221225 0.02018202 0.00271913 0.00174713
 0.00268648 0.00271668 0.02436009 0.00273211 0.00177146 0.00272957
 0.00266125 0.02447565 0.17505517 0.11550751 0.17217556 0.17378406
 0.24776765]","[-19.39229966 -19.32256116 -19.32517169 -19.32353571 -18.77358988
 -19.32483485 -19.32482558 -19.33153619 -19.32809896 -18.77586722
 -19.26391977 -19.36877679 -19.26591439 -19.2641102  -18.71514006
 -19.26307294 -19.36571863 -19.26326843 -19.26801038 -18.71429839
 -18.17083809 -18.26934696 -18.17371291 -18.171855   -18.08357802]"
1,0,37,1,1,0.2,-0.01,"[0.00137874 0.00165023 0.00163855 0.00165032 0.01481705 0.002574
 0.00216896 0.00253455 0.0025742  0.02311136 0.00252637 0.00223694
 0.00257929 0.0025788  0.02315441 0.00175726 0.00157169 0.00178998
 0.00178432 0.01607196 0.16568883 0.14817995 0.16769827 0.16881926
 0.23946473]","[-19.41562526 -19.37520463 -19.37627479 -19.37519603 -18.82599628
 -19.35432436 -19.39315174 -19.35705133 -19.35431205 -18.80511624
 -19.35793064 -19.38516072 -19.35333207 -19.35336902 -18.80416155
 -19.36214277 -19.3871272  -19.35809961 -19.35834465 -18.80888983
 -18.26143735 -18.28643352 -18.25823543 -18.25734946 -18.16962407]"
