seed,episode,stepaif_action,ql_action,aif_reward,ql_reward,q_pi,G
0,36,11,3,4,-0.01,-0.01,"[1.04902695e-06 1.12476434e-06 4.45473450e-07 1.15111343e-06
 4.74608082e-05 1.89989614e-06 1.82254394e-06 6.39849345e-07
 1.94714723e-06 8.01761062e-05 1.13070395e-06 9.48597248e-07
 1.10954340e-06 1.13707098e-06 4.79781828e-05 7.63607993e-07
 7.21947096e-07 7.66442944e-07 3.86054228e-07 3.23412302e-05
 2.81138945e-01 2.63230893e-01 1.11698302e-01 2.88787217e-01
 5.49196422e-02]","[-18.50636579 -18.50239433 -18.55911116 -18.50095558 -18.26692931
 -18.49163035 -18.49396055 -18.55831672 -18.49009066 -18.25615935
 -18.52525914 -18.53573342 -18.52631936 -18.52496337 -18.28950085
 -18.52521794 -18.52845213 -18.52503084 -18.56681187 -18.28956538
 -17.74694855 -17.75075949 -17.80350308 -17.74532379 -17.84868282]"
0,36,12,1,3,-0.01,-0.01,"[1.08382669e-07 1.09506068e-07 1.09483059e-07 1.03572549e-07
 1.03808766e-05 1.57023127e-07 1.55770755e-07 1.56980556e-07
 1.45878145e-07 1.48858773e-05 1.62092801e-07 1.60716926e-07
 1.49426802e-07 1.62254819e-07 1.53823317e-05 1.50766827e-07
 1.47636332e-07 1.50915902e-07 1.50902230e-07 1.43071900e-05
 2.44656778e-01 2.42737709e-01 2.44799729e-01 2.31526435e-01
 3.62221108e-02]","[-18.84451576 -18.84396392 -18.8439764  -18.84719654 -18.55788062
 -18.84312423 -18.8435505  -18.84314025 -18.84741148 -18.55703878
 -18.84129972 -18.84176075 -18.84607096 -18.84125194 -18.55516451
 -18.84541344 -18.84660024 -18.845364   -18.84537003 -18.55927732
 -17.96608837 -17.9665142  -17.96606328 -17.96929406 -18.08522661]"
0,36,13,4,0,-0.01,0.2,"[3.38705528e-07 3.38710973e-07 9.65052810e-08 3.22439884e-07
 1.24042875e-04 5.19688405e-07 5.20102873e-07 1.39074926e-07
 4.83745513e-07 1.90318421e-04 2.70099374e-07 2.57811383e-07
 2.57893438e-07 2.70047174e-07 9.88900640e-05 1.23289902e-06
 1.19914314e-06 1.23266745e-06 2.16277347e-07 4.51392001e-04
 2.83749306e-01 2.81567599e-01 8.08067718e-02 2.69884675e-01
 8.31193100e-02]","[-18.47552841 -18.47563705 -18.55285586 -18.47849617 -18.10553597
 -18.47069299 -18.47064604 -18.5517659  -18.47488059 -18.1005926
 -18.51441842 -18.51708632 -18.51707776 -18.51442883 -18.144332
 -18.41961253 -18.42110388 -18.41962263 -18.52702737 -18.04952651
 -17.65892141 -17.6592477  -17.73616433 -17.66182775 -17.73513829]"
0,36,14,0,3,-0.01,0.2,"[2.34329138e-06 2.39672658e-06 2.20386863e-06 2.38117992e-06
 1.26850663e-04 3.42452202e-06 3.40510454e-06 3.09826925e-06
 3.38467829e-06 1.81258680e-04 3.29394810e-06 3.16475235e-06
 3.26933133e-06 3.29611827e-06 1.74454943e-04 3.61838328e-06
 3.50056955e-06 3.62116390e-06 3.19915875e-06 1.91663559e-04
 2.39079249e-01 2.32699731e-01 2.19824371e-01 2.37605978e-01
 7.00668412e-02]","[-17.33672466 -17.33547269 -17.34039036 -17.33581838 -17.08559263
 -17.3347992  -17.33508714 -17.34068077 -17.33543762 -17.0849156
 -17.33701331 -17.33931509 -17.33742153 -17.33698799 -17.08710703
 -17.33157452 -17.3334569  -17.33154379 -17.33886235 -17.08166127
 -16.64647783 -16.6480119  -16.65140766 -16.64681368 -16.72292018]"
0,36,15,4,4,1.0,1.0,"[5.41270546e-07 5.41225989e-07 5.33295334e-07 5.39340783e-07
 2.55866702e-04 5.44692288e-07 5.40837664e-07 5.38456918e-07
 5.43660548e-07 2.57504160e-04 5.34780808e-07 5.38991289e-07
 5.37667013e-07 5.38959751e-07 2.54809501e-04 5.41934846e-07
 5.45693268e-07 5.45653019e-07 5.36641262e-07 2.57956532e-04
 2.28586998e-01 2.29691031e-01 2.27098369e-01 2.29267655e-01
 8.43211679e-02]","[-19.18160085 -19.18160519 -19.18242617 -19.18178711 -18.7958865
 -19.18128399 -19.18166329 -19.18191828 -19.18137824 -18.79556561
 -19.18225957 -19.18183727 -19.18196199 -19.18184045 -18.79611829
 -19.18152296 -19.18115584 -19.18115984 -19.1820907  -18.79544189
 -18.38607423 -18.38582164 -18.38644766 -18.38591399 -18.44816313]"
0,37,0,3,2,-0.01,-0.01,"[1.16591654e-05 7.18874220e-05 1.61883498e-05 5.41512038e-05
 3.39173238e-04 1.52976722e-02 7.50609118e-03 6.65272820e-03
 1.10162139e-02 7.21875164e-02 7.24126748e-04 3.62379214e-04
 1.51312356e-03 2.19189965e-03 1.03421342e-02 7.01543701e-02
 1.79066800e-02 8.59566074e-02 3.31186840e-02 4.05611784e-01
 9.11665307e-02 1.97526910e-02 4.84556267e-02 7.93026693e-02
 2.02874122e-02]","[-15.86176559 -15.75022035 -15.8417078  -15.76704094 -15.65259072
 -15.402145   -15.44540138 -15.45269593 -15.42175876 -15.30450549
 -15.61120913 -15.65324505 -15.56460486 -15.54248815 -15.44485546
 -15.30871414 -15.39291387 -15.29646141 -15.35446102 -15.19882266
 -15.29442214 -15.38869146 -15.33279675 -15.30264161 -15.38873722]"
0,37,1,3,1,0.2,-0.01,"[2.42464284e-08 3.11637668e-08 3.10835587e-08 2.22364414e-08
 8.14144512e-05 4.19638175e-09 3.65514462e-09 4.19124316e-09
 3.88441364e-09 1.09628714e-05 3.23043248e-08 3.29222542e-08
 3.18681076e-08 3.54769832e-08 9.26849538e-05 9.32855749e-09
 1.21856257e-08 1.28844703e-08 1.28970840e-08 3.36599177e-05
 1.47572580e-01 1.54322056e-01 1.60328980e-01 1.47784230e-01
 3.89773127e-01]","[-17.19692806 -17.18195854 -17.18211299 -17.20217189 -16.68879924
 -17.27992542 -17.28803219 -17.27999851 -17.28437694 -16.78676643
 -17.17990783 -17.17888589 -17.18062403 -17.1744234  -16.68126251
 -17.25359025 -17.2374941  -17.23416989 -17.23411215 -16.74101132
 -16.20235546 -16.19974732 -16.1975189  -16.20219004 -16.14144841]"
0,37,2,4,0,-1.0,-1.0,"[2.35273213e-09 1.16861439e-08 1.17298812e-08 1.95430449e-09
 6.31384377e-05 1.93858442e-09 6.29701769e-10 1.94502355e-09
 3.77710425e-10 1.04745857e-05 9.34125036e-10 1.26305308e-09
 4.32062614e-10 1.37262854e-09 7.41714627e-06 1.57906592e-09
 2.35302175e-09 2.65144578e-09 2.65418939e-09 1.43260065e-05
 1.06818525e-01 1.45107905e-01 1.58896837e-01 3.11182197e-02
 5.57963111e-01]","[-19.07492935 -18.97617313 -18.97595015 -19.08642638 -18.43834092
 -19.0640766  -19.13287458 -19.06387887 -19.16490191 -18.52624015
 -19.10700226 -19.08880643 -19.1547441  -19.08380212 -18.54596112
 -19.10160624 -19.07744554 -19.07017991 -19.07011901 -18.53234486
 -17.95876022 -17.94029089 -17.93483269 -18.03528781 -17.85598272]"
0,38,0,4,3,-0.01,-0.01,"[2.47181374e-07 3.77027479e-07 1.60275250e-07 2.94547705e-07
 1.41640620e-04 1.13240213e-07 8.23276386e-08 5.92312918e-08
 9.47156245e-08 4.25418955e-05 2.88452477e-07 3.77996294e-07
 6.36267310e-08 4.03554434e-07 1.51605686e-04 5.89658466e-08
 6.65409476e-08 6.94232631e-08 1.67133102e-08 2.60809141e-05
 2.00304144e-01 2.25319828e-01 1.22959194e-01 1.96670682e-01
 2.54381509e-01]","[-18.23388071 -18.20842105 -18.26057908 -18.22353341 -17.83637319
 -18.26288508 -18.28190423 -18.3023207  -18.27377169 -17.89083704
 -18.21132386 -18.19513507 -18.30520918 -18.19122855 -17.81918089
 -18.31144998 -18.30431479 -18.30181261 -18.38921146 -17.92976434
 -17.36621452 -17.35930407 -17.39622718 -17.3676737  -17.35155678]"
0,38,1,3,2,-0.01,-0.01,"[1.28340018e-07 1.33246250e-07 1.23160967e-07 1.31849538e-07
 6.38428699e-05 8.72175930e-08 8.46154051e-08 8.27518043e-08
 8.65787604e-08 4.17855767e-05 1.27602580e-07 1.31943597e-07
 1.15918877e-07 1.32665317e-07 6.35589487e-05 8.31836726e-08
 8.43077832e-08 8.46082878e-08 7.62975172e-08 4.05359874e-05
 1.92771711e-01 1.95417445e-01 1.85986329e-01 1.94668158e-01
 2.30944939e-01]","[-18.95418375 -18.95206853 -18.95663534 -18.95265658 -18.56493081
 -18.95666985 -18.95835338 -18.9596996  -18.95707295 -18.56953717
 -18.95443918 -18.95253384 -18.96020611 -18.95223895 -18.5651067
 -18.95938597 -18.95864243 -18.95845449 -18.96450011 -18.57132102
 -18.0476172  -18.04686652 -18.04973276 -18.04708464 -18.03615837]"
0,38,2,4,2,-0.01,0.2,"[3.78412104e-09 3.80964946e-09 3.80973242e-09 3.73866934e-09
 2.30292247e-05 2.66987980e-09 2.65431545e-09 2.66995818e-09
 2.63578152e-09 1.61394111e-05 3.82399905e-09 3.83604080e-09
 3.76718434e-09 3.83936832e-09 2.32061927e-05 3.73306005e-09
 3.76129386e-09 3.76410993e-09 3.76438261e-09 2.27543829e-05
 1.28146341e-01 1.28539405e-01 1.28606837e-01 1.26957066e-01
 4.87665165e-01]","[-17.99236502 -17.99200609 -17.99200491 -17.99305269 -17.4473965
 -17.99252077 -17.99282881 -17.9925192  -17.9932305  -17.44791093
 -17.99179817 -17.99163312 -17.99265004 -17.99159078 -17.44698841
 -17.99311229 -17.99270057 -17.99266309 -17.99265932 -17.44805228
 -16.89551659 -16.89535526 -16.8953322  -16.89604181 -16.81179999]"
0,38,3,0,2,-0.01,0.2,"[1.57223168e-07 1.79657480e-07 3.97051417e-09 1.41831885e-07
 9.48448749e-05 9.30821077e-08 8.37685583e-08 2.23065424e-09
 7.86030825e-08 4.91398925e-05 3.21031585e-09 3.55774742e-09
 3.01259099e-09 3.62234178e-09 1.91236491e-06 3.24686454e-06
 3.60503253e-06 3.66272469e-06 3.43121096e-08 1.93359857e-03
 2.33949184e-01 2.44745789e-01 5.98405363e-03 2.08781494e-01
 3.04448680e-01]","[-16.28020922 -16.27243508 -16.50956724 -16.28657551 -15.8793715
 -16.29149948 -16.29753658 -16.52360727 -16.30158272 -15.89843598
 -16.51274654 -16.50669713 -16.51660774 -16.50566726 -16.11260183
 -16.09052953 -16.08443715 -16.08352952 -16.37462021 -15.69046687
 -15.37466996 -15.37215057 -15.60308458 -15.38166079 -15.35830734]"
0,38,4,0,4,-0.01,0.5,"[3.74694708e-09 3.74604600e-09 2.93184719e-09 3.61232076e-09
 2.37175513e-05 2.59667382e-09 2.57819202e-09 2.07736587e-09
 2.53818159e-09 1.64362907e-05 3.23458301e-09 3.32641992e-09
 3.23121892e-09 3.32602836e-09 2.10571306e-05 4.09064238e-09
 4.19252941e-09 4.19204426e-09 3.03005464e-09 2.65405466e-05
 1.28263549e-01 1.29868060e-01 1.03847714e-01 1.26884191e-01
 5.11048683e-01]","[-19.29617256 -19.29618605 -19.31088149 -19.29826108 -18.74883601
 -19.29747566 -19.29783615 -19.31084801 -19.29875926 -18.75014149
 -19.304724   -19.30314654 -19.30479226 -19.30315275 -18.75580609
 -19.29074082 -19.28938257 -19.28938868 -19.30896198 -18.74204046
 -18.19886811 -18.19821055 -18.21160655 -18.19951766 -18.11242878]"
0,38,5,2,2,-0.01,0.2,"[9.99357056e-07 9.98263478e-07 9.70636820e-07 9.89500561e-07
 3.31524856e-04 7.03806109e-07 7.01962413e-07 6.87497935e-07
 7.00192156e-07 2.33745135e-04 9.78596866e-07 9.86243019e-07
 9.79070170e-07 9.86203094e-07 3.27528733e-04 1.00106642e-06
 1.00871586e-06 1.00867523e-06 9.74396440e-07 3.34978549e-04
 2.00606252e-01 2.01438162e-01 1.96735080e-01 2.00370474e-01
 1.99607580e-01]","[-18.89288535 -18.8929495  -18.89454472 -18.8934286  -18.5282012
 -18.89315054 -18.89328106 -18.89447882 -18.89342406 -18.52839956
 -18.89404462 -18.89362673 -18.89401959 -18.89362874 -18.52887869
 -18.89275661 -18.89235175 -18.89235375 -18.89433359 -18.52760621
 -18.11059293 -18.11038049 -18.11171791 -18.11066233 -18.1101926 ]"
0,38,6,2,1,-0.01,0.2,"[1.47058573e-07 1.47468161e-07 1.47004353e-07 1.47470787e-07
 1.44738499e-05 1.04725001e-07 1.03397950e-07 1.04567531e-07
 1.04726144e-07 1.02787033e-05 1.46315778e-07 1.48972007e-07
 1.48939096e-07 1.48955810e-07 1.46198511e-05 1.03541829e-07
 1.05197639e-07 1.05176116e-07 1.05082215e-07 1.03230260e-05
 2.38381984e-01 2.42199076e-01 2.41798787e-01 2.42162938e-01
 3.54055004e-02]","[-18.84982694 -18.8496835  -18.84984609 -18.84968266 -18.56151441
 -18.84947015 -18.85017553 -18.84954326 -18.84946967 -18.56130076
 -18.85013655 -18.84912293 -18.8491406  -18.84913332 -18.56096428
 -18.85010675 -18.84921473 -18.84922983 -18.84927014 -18.56106016
 -17.97003678 -17.96914378 -17.96922819 -17.96915617 -18.0890813 ]"
0,38,7,0,1,-0.01,0.2,"[3.88859703e-07 3.91588254e-07 3.88380799e-07 3.91604096e-07
 1.44472175e-04 2.77144241e-07 2.72425254e-07 2.75943378e-07
 2.77151842e-07 1.02249308e-04 3.85759914e-07 3.94677152e-07
 3.94968474e-07 3.94922693e-07 1.45702345e-04 2.73269809e-07
 2.78384229e-07 2.78473358e-07 2.77671510e-07 1.02741034e-04
 2.29826496e-01 2.34140489e-01 2.33203298e-01 2.34247246e-01
 6.80819653e-02]","[-19.21530503 -19.21492849 -19.21537253 -19.21492648 -18.84439724
 -19.21490989 -19.21586761 -19.21513722 -19.21490856 -18.84437865
 -19.21578247 -19.21448377 -19.21444865 -19.21445496 -18.84392373
 -19.21570927 -19.21465921 -19.21464744 -19.21479303 -18.84411537
 -18.39875147 -18.39769864 -18.39791171 -18.39767996 -18.4743845 ]"
0,38,8,1,4,-0.01,-0.01,"[5.33851790e-07 5.33747183e-07 4.54772579e-07 5.36678913e-07
 2.58970632e-04 3.74451089e-07 3.74843579e-07 3.21644688e-07
 3.76190553e-07 1.81679289e-04 4.83363929e-07 4.85619049e-07
 4.83495266e-07 4.85607368e-07 2.35615518e-04 3.55924809e-07
 3.55798677e-07 3.55792796e-07 3.18557357e-07 1.72626891e-04
 2.36538982e-01 2.36441407e-01 2.03075937e-01 2.37519564e-01
 8.55683870e-02]","[-19.24267555 -19.24268644 -19.25221949 -19.24235539 -18.85547534
 -19.24317729 -19.24309874 -19.25222719 -19.24289937 -18.85596686
 -19.2483422  -19.24809776 -19.24832856 -19.24809892 -18.8608873
 -19.24619997 -19.24624246 -19.24624324 -19.25277303 -18.85903267
 -18.444332   -18.44437934 -18.45343443 -18.44410566 -18.50758383]"
0,38,9,0,1,-0.01,0.2,"[5.47806218e-07 5.53544935e-07 5.43900027e-07 5.53751509e-07
 2.87672497e-04 5.48708917e-07 5.48743725e-07 5.37117571e-07
 5.48980727e-07 2.85158931e-04 5.44721328e-07 5.39060150e-07
 5.43995007e-07 5.44706553e-07 2.83079419e-04 3.86918548e-07
 3.84246910e-07 3.86901519e-07 3.81852807e-07 2.01068851e-04
 2.29142721e-01 2.27543345e-01 2.25184085e-01 2.29227977e-01
 8.78367969e-02]","[-19.25980369 -19.25923544 -19.26021987 -19.25921128 -18.86793458
 -19.2596877  -19.25968442 -19.26089138 -19.2596565  -18.86838691
 -19.26009511 -19.26066661 -19.26015983 -19.26009652 -18.86879563
 -19.25988105 -19.26025362 -19.25988335 -19.26061017 -18.86858265
 -18.46526098 -18.46563663 -18.46623809 -18.46523735 -18.52498958]"
0,38,10,4,1,-0.01,0.2,"[5.62378445e-07 5.62341686e-07 5.47103959e-07 5.62236227e-07
 2.99525270e-04 3.96628423e-07 3.95483105e-07 3.87746738e-07
 3.96632867e-07 2.11262589e-04 5.51078145e-07 5.55712084e-07
 5.52557427e-07 5.55691806e-07 2.95988079e-04 3.92643720e-07
 3.94389399e-07 3.94379130e-07 3.86845057e-07 2.10063954e-04
 2.27900222e-01 2.28928571e-01 2.23764217e-01 2.28910785e-01
 8.94717707e-02]","[-19.26145871 -19.26146207 -19.26302264 -19.26146596 -18.86872184
 -19.26164028 -19.2617859  -19.2629222  -19.26163343 -18.86889924
 -19.26257692 -19.26212486 -19.26242775 -19.26212667 -18.86938542
 -19.26218864 -19.26195699 -19.26195825 -19.26303838 -18.86921738
 -18.46890759 -18.46867458 -18.46996492 -18.46867183 -18.52725132]"
0,38,11,4,2,-0.01,0.2,"[3.56880272e-06 3.57706058e-06 3.55153273e-06 3.57614931e-06
 2.41824553e-04 2.55254958e-06 2.48792261e-06 2.54220169e-06
 2.55215371e-06 1.72562861e-04 3.51813560e-06 3.65972130e-06
 3.65229688e-06 3.65619732e-06 2.47176582e-04 2.48976556e-06
 2.57856865e-06 2.57631351e-06 2.56749085e-06 1.74169624e-04
 2.25108842e-01 2.33155987e-01 2.32022076e-01 2.32916681e-01
 7.59115735e-02]","[-19.02953783 -19.02942176 -19.02980678 -19.02943222 -18.76465448
 -19.02896489 -19.03041824 -19.02917566 -19.02897054 -18.76419774
 -19.03041565 -19.02814475 -19.02825129 -19.02820571 -18.7634379
 -19.03037936 -19.02836535 -19.02841929 -19.0285913  -18.76365206
 -18.34807005 -18.34605231 -18.34631253 -18.34611175 -18.41606521]"
0,38,12,2,1,-0.01,0.2,"[3.53751534e-06 3.54126063e-06 3.53246163e-06 3.54072928e-06
 2.25368587e-04 2.50698351e-06 2.49482578e-06 2.50338600e-06
 2.50674049e-06 1.59545577e-04 3.52867224e-06 3.55452061e-06
 3.55179265e-06 3.55451858e-06 2.26213517e-04 2.49531821e-06
 2.51041039e-06 2.51030984e-06 2.50675832e-06 1.59759135e-04
 2.30458515e-01 2.31857865e-01 2.31517956e-01 2.31826598e-01
 7.35198036e-02]","[-19.0244777  -19.0244269  -19.02455407 -19.02443311 -18.76329839
 -19.02437335 -19.024631   -19.02444421 -19.02437705 -18.76324516
 -19.02462277 -19.02422533 -19.02426283 -19.02422794 -18.76309911
 -19.02462188 -19.02429492 -19.02429897 -19.02436724 -18.76317004
 -18.34080532 -18.34047733 -18.34055143 -18.34048496 -18.41208822]"
0,38,13,4,1,-0.01,0.2,"[5.64595043e-07 5.65032942e-07 5.64588073e-07 5.65035586e-07
 2.75568752e-04 3.99648791e-07 3.98963427e-07 3.99489207e-07
 3.99649982e-07 1.94910794e-04 5.64296393e-07 5.65555444e-07
 5.65621018e-07 5.65588098e-07 2.75841038e-04 3.99109531e-07
 3.99823301e-07 3.99841740e-07 3.99734691e-07 1.95005290e-04
 2.27818635e-01 2.28230048e-01 2.28148847e-01 2.28240427e-01
 8.66130007e-02]","[-19.25671657 -19.25667933 -19.25671689 -19.25667913 -18.86908302
 -19.2566677  -19.2567541  -19.25668579 -19.25666757 -18.86907122
 -19.25674564 -19.25663007 -19.25662512 -19.25662816 -18.8690315
 -19.25673762 -19.25664556 -19.25664407 -19.25665554 -18.86904746
 -18.46407305 -18.46397997 -18.46399648 -18.46397878 -18.52432154]"
0,38,14,2,0,-0.01,-0.01,"[3.58194186e-06 3.58328383e-06 3.56919637e-06 3.58341629e-06
 2.33903331e-04 2.53241089e-06 2.53061520e-06 2.52395079e-06
 2.53253363e-06 1.65306559e-04 3.57098970e-06 3.57500505e-06
 3.57377161e-06 3.57527777e-06 2.33383414e-04 2.52870570e-06
 2.53043263e-06 2.53056812e-06 2.52392764e-06 1.65186539e-04
 2.31296647e-01 2.31452108e-01 2.30688961e-01 2.31475789e-01
 7.42398694e-02]","[-19.02717908 -19.02716293 -19.02737073 -19.02715968 -18.76450191
 -19.02719297 -19.02722574 -19.02736908 -19.02718955 -18.76453185
 -19.02733813 -19.02728216 -19.02729809 -19.02727913 -18.76461739
 -19.02726826 -19.02723534 -19.02723328 -19.02736892 -18.76457206
 -18.34412117 -18.34408896 -18.3442634  -18.34408346 -18.41500207]"
0,38,15,0,1,-0.01,0.2,"[5.67342265e-07 5.67578883e-07 5.67318365e-07 5.67580517e-07
 2.79967487e-04 4.01287078e-07 4.01062266e-07 4.01191677e-07
 4.01287783e-07 1.97941345e-04 5.67213384e-07 5.67598838e-07
 5.67650424e-07 5.67620656e-07 2.79987796e-04 4.01137774e-07
 4.01319623e-07 4.01335140e-07 4.01266613e-07 1.97965105e-04
 2.27924548e-01 2.28028266e-01 2.27981055e-01 2.28038878e-01
 8.70636421e-02]","[-19.2355797  -19.23556054 -19.23558161 -19.23556042 -18.84729224
 -19.23556767 -19.23559383 -19.2355781  -19.2355676  -18.84729937
 -19.23559068 -19.23555768 -19.23555358 -19.23555631 -18.84728807
 -19.23558588 -19.23556427 -19.23556278 -19.23556994 -18.84729447
 -18.44324048 -18.44321881 -18.44322801 -18.443217   -18.50319566]"
0,38,16,2,1,-0.01,0.2,"[5.68832118e-07 5.68807640e-07 5.66004320e-07 5.68884170e-07
 2.96329445e-04 4.02084725e-07 4.02067346e-07 4.00272412e-07
 4.02133325e-07 2.09473176e-04 5.66573516e-07 5.66807636e-07
 5.66596877e-07 5.66806134e-07 2.95284772e-04 4.01523354e-07
 4.01573317e-07 4.01572637e-07 4.00190842e-07 2.09205837e-04
 2.27767119e-01 2.27793344e-01 2.26761215e-01 2.27819523e-01
 8.88407548e-02]","[-19.26055887 -19.26056104 -19.26082549 -19.2605529  -18.86908978
 -19.26058018 -19.26058066 -19.26082179 -19.2605731  -18.86910873
 -19.26076318 -19.26074432 -19.2607613  -19.26074443 -18.86927361
 -19.26065368 -19.26064935 -19.26064941 -19.26083077 -18.86917814
 -18.46862609 -18.46862246 -18.46886535 -18.46861559 -18.5273306 ]"
0,38,17,4,3,-0.01,-0.01,"[5.67871227e-07 5.68059791e-07 5.67852303e-07 5.68061201e-07
 3.02612771e-04 4.02025199e-07 4.01316824e-07 4.01964706e-07
 4.02025844e-07 2.14164617e-04 5.67584247e-07 5.69012032e-07
 5.69017634e-07 5.68999362e-07 3.03111339e-04 4.01381835e-07
 4.02278696e-07 4.02265562e-07 4.02233791e-07 2.14292754e-04
 2.26991254e-01 2.27498835e-01 2.27458715e-01 2.27492933e-01
 8.95163198e-02]","[-19.26346388 -19.26344883 -19.26346536 -19.26344873 -18.87068885
 -19.26340776 -19.26349732 -19.26341374 -19.2634077  -18.87064762
 -19.26349331 -19.2633624  -19.26336271 -19.2633643  -18.87060464
 -19.26349049 -19.26337451 -19.2633768  -19.26337936 -18.87061661
 -18.47173608 -18.47162005 -18.47162777 -18.47162207 -18.52980591]"
0,38,18,4,2,-0.01,0.2,"[3.65019374e-06 3.65041965e-06 3.62977824e-06 3.65104596e-06
 2.49847610e-04 2.58051474e-06 2.57898328e-06 2.56749644e-06
 2.58088663e-06 1.76620292e-04 3.63308024e-06 3.63752427e-06
 3.63693004e-06 3.63756342e-06 2.48975228e-04 2.57523166e-06
 2.57723775e-06 2.57726200e-06 2.56774472e-06 1.76401695e-04
 2.30981607e-01 2.31155989e-01 2.29995146e-01 2.31191409e-01
 7.57742725e-02]","[-18.94896083 -18.94896048 -18.94926513 -18.94895034 -18.68345813
 -18.94897851 -18.94900523 -18.94924992 -18.94897024 -18.68347589
 -18.94920637 -18.94914528 -18.94915201 -18.9491456  -18.68364135
 -18.94908717 -18.94904942 -18.94904953 -18.94924431 -18.68354549
 -18.26729863 -18.26726245 -18.26753289 -18.26725431 -18.3368664 ]"
0,38,19,4,2,-0.01,0.2,"[3.56652865e-06 3.56697013e-06 3.56030778e-06 3.56705159e-06
 2.29772538e-04 2.52165992e-06 2.52067386e-06 2.51774338e-06
 2.52169948e-06 1.62436967e-04 3.56096427e-06 3.56334678e-06
 3.56287115e-06 3.56347822e-06 2.29546563e-04 2.51975101e-06
 2.52081516e-06 2.52088159e-06 2.51781875e-06 1.62386639e-04
 2.31357060e-01 2.31451263e-01 2.31096832e-01 2.31461005e-01
 7.38010249e-02]","[-19.0224109  -19.02240692 -19.02250184 -19.02240491 -18.76054639
 -19.02241962 -19.02243686 -19.02249826 -19.02241835 -18.76055913
 -19.02248994 -19.02245768 -19.02246297 -19.02245636 -18.76059611
 -19.02245695 -19.02243715 -19.02243623 -19.02249625 -18.76057581
 -18.3390311  -18.33901231 -18.33909016 -18.33901011 -18.41028392]"
0,38,20,4,1,-0.01,0.2,"[3.51279508e-06 3.51333243e-06 3.51019662e-06 3.51324414e-06
 2.15053880e-04 2.48376072e-06 2.48304509e-06 2.48206121e-06
 2.48372553e-06 1.52032831e-04 3.51038081e-06 3.51192850e-06
 3.51148296e-06 3.51205739e-06 2.14975386e-04 2.48276437e-06
 2.48343066e-06 2.48349798e-06 2.48205704e-06 1.52016655e-04
 2.31724644e-01 2.31786950e-01 2.31633778e-01 2.31789949e-01
 7.22826395e-02]","[-19.01986443 -19.01985859 -19.01990187 -19.01985932 -18.76109336
 -19.01986996 -19.01988238 -19.0199029  -19.01987029 -18.76110479
 -19.01989849 -19.01987779 -19.01988285 -19.01987642 -18.76111132
 -19.01988868 -19.01987643 -19.01987542 -19.01990253 -18.76111028
 -18.33530748 -18.33529525 -18.33532731 -18.33529457 -18.40791962]"
0,38,21,4,1,-0.01,0.2,"[3.48228588e-06 3.48283612e-06 3.48093201e-06 3.48272339e-06
 2.06238539e-04 2.46222060e-06 2.46164450e-06 2.46126884e-06
 2.46216607e-06 1.45801950e-04 3.48100760e-06 3.48215567e-06
 3.48171407e-06 3.48227642e-06 2.06205252e-04 2.46157193e-06
 2.46204367e-06 2.46210762e-06 2.46122092e-06 1.45795213e-04
 2.31964241e-01 2.32009149e-01 2.31924814e-01 2.32010037e-01
 7.13401679e-02]","[-19.01672409 -19.01671783 -19.01674342 -19.016719   -18.75997083
 -19.01672833 -19.01673827 -19.0167462  -19.0167291  -18.75998138
 -19.01674203 -19.01672685 -19.01673201 -19.01672554 -18.75997858
 -19.01674016 -19.0167316  -19.01673061 -19.01674676 -18.75998368
 -18.33147763 -18.33146901 -18.33148599 -18.33146879 -18.40495354]"
0,38,22,2,3,-0.01,-0.01,"[3.46603549e-06 3.46658379e-06 3.46521689e-06 3.46646999e-06
 2.01437867e-04 2.45073633e-06 2.45024060e-06 2.45009999e-06
 2.45067795e-06 1.42408440e-04 3.46525049e-06 3.46618236e-06
 3.46574342e-06 3.46629566e-06 2.01421166e-04 2.45025287e-06
 2.45061906e-06 2.45067945e-06 2.45002928e-06 1.42405110e-04
 2.32099252e-01 2.32134588e-01 2.32079453e-01 2.32134778e-01
 7.08169242e-02]","[-19.01475057 -19.01474419 -19.01476217 -19.01474541 -18.75914922
 -19.01475436 -19.01476286 -19.01476599 -19.01475524 -18.75915942
 -19.01476155 -19.01474936 -19.01475458 -19.01474813 -18.75915314
 -19.01476297 -19.01475641 -19.01475547 -19.01476704 -18.75916055
 -18.32913108 -18.32912441 -18.3291352  -18.32912435 -18.4030925 ]"
0,38,23,2,2,-0.01,0.2,"[5.69128908e-07 5.69241198e-07 5.69112434e-07 5.69242129e-07
 2.61184830e-04 4.02470014e-07 4.02379062e-07 4.02425269e-07
 4.02470326e-07 1.84665604e-04 5.69062453e-07 5.69217181e-07
 5.69269124e-07 5.69231149e-07 2.61176379e-04 4.02412491e-07
 4.02479743e-07 4.02484122e-07 4.02453742e-07 1.84673378e-04
 2.28487565e-01 2.28524170e-01 2.28500312e-01 2.28529670e-01
 8.50588104e-02]","[-19.15837786 -19.15836951 -19.15837913 -19.15836944 -18.77439859
 -19.15837499 -19.15838469 -19.15837938 -19.15837497 -18.77440396
 -19.1583831  -19.15837072 -19.15836619 -19.15836976 -18.77439974
 -19.15838168 -19.15837418 -19.15837403 -19.15837672 -18.77440256
 -18.36583551 -18.3658285  -18.36583279 -18.36582762 -18.42734132]"
