seed,episode,stepaif_action,ql_action,aif_reward,ql_reward,q_pi,G
0,15,9,3,2,0.2,-0.01,"[3.44869105e-09 3.46438336e-09 3.46448296e-09 3.44210897e-09
 2.27189585e-05 2.45440430e-09 2.42292159e-09 2.45445443e-09
 2.44623563e-09 1.60947172e-05 2.42737654e-09 2.46292754e-09
 2.45771433e-09 2.46322123e-09 1.61519641e-05 3.42634682e-09
 3.48902075e-09 3.48986670e-09 3.49000451e-09 2.28878335e-05
 1.22194624e-01 1.23987884e-01 1.23998285e-01 1.23588892e-01
 5.06152414e-01]","[-19.21470486 -19.21446594 -19.21446453 -19.21481    -18.66508587
 -19.21438286 -19.21509447 -19.21438189 -19.2145545  -18.66500642
 -19.21500455 -19.2141892  -19.21429859 -19.21418747 -18.66481324
 -19.21508737 -19.21406655 -19.2140583  -19.21405633 -18.66467343
 -18.11552626 -18.11470967 -18.11471134 -18.11487852 -18.02673092]"
0,15,10,2,1,-0.01,0.2,"[3.47089563e-09 3.47781099e-09 3.47785807e-09 3.46828349e-09
 2.28241601e-05 2.45893345e-09 2.44964162e-09 2.45895683e-09
 2.45542197e-09 1.61373947e-05 2.45154028e-09 2.46068661e-09
 2.45855741e-09 2.46103192e-09 1.61511414e-05 3.46405994e-09
 3.48188689e-09 3.48245444e-09 3.48253341e-09 2.28539217e-05
 1.23274477e-01 1.23732489e-01 1.23756330e-01 1.23569685e-01
 5.05589005e-01]","[-18.92878365 -18.92868307 -18.92868244 -18.92882357 -18.37926038
 -18.92869519 -18.9288927  -18.92869476 -18.92876575 -18.37927281
 -18.92885705 -18.92865874 -18.92870133 -18.9286533  -18.37923101
 -18.92889207 -18.92861607 -18.9286097  -18.92860863 -18.37918895
 -17.82944471 -17.82924762 -17.82923955 -17.8293136  -17.74120971]"
0,15,11,4,1,-0.01,0.2,"[3.48745682e-09 3.48904632e-09 3.43307927e-09 3.48900696e-09
 2.29073848e-05 2.46352415e-09 2.46135856e-09 2.42859604e-09
 2.46350865e-09 1.61743349e-05 3.44333744e-09 3.45048604e-09
 3.45091985e-09 3.45086139e-09 2.26585492e-05 3.51183699e-09
 3.51418717e-09 3.51463903e-09 3.44115180e-09 2.30754722e-05
 1.23755485e-01 1.23855856e-01 1.22115960e-01 1.23870844e-01
 5.06316988e-01]","[-19.27039959 -19.27038137 -19.27128481 -19.27038202 -18.72093553
 -19.27046805 -19.27050721 -19.27126524 -19.27046844 -18.72102209
 -19.27108588 -19.27097906 -19.27097358 -19.27097437 -18.72152338
 -19.27000746 -19.2699786  -19.26997316 -19.27116629 -18.72052717
 -18.17110749 -18.17106966 -18.17185982 -18.17106418 -18.08300435]"
0,15,12,4,3,-0.01,-0.01,"[1.47534680e-07 1.46987224e-07 1.37282731e-07 8.69825606e-09
 7.98232450e-05 9.18713504e-08 9.24137970e-08 8.73788900e-08
 5.78638097e-09 4.98896845e-05 1.44841574e-06 1.46191574e-06
 3.93974595e-08 1.46549021e-06 7.95821465e-04 1.58233696e-08
 1.62858727e-08 1.63291587e-08 1.58679698e-08 8.86739614e-06
 2.35301505e-01 2.33592451e-01 2.22521310e-01 1.47521023e-02
 2.92893034e-01]","[-18.6815893  -18.68193359 -18.68595499 -18.8572797  -18.28718801
 -18.68933246 -18.68882641 -18.6922837  -18.86082406 -18.29458962
 -18.54267903 -18.54226415 -18.76697691 -18.5421375  -18.14739433
 -18.81908775 -18.8174457  -18.81730728 -18.818925   -18.42256418
 -17.77144664 -17.77199657 -17.77486681 -17.94334118 -17.75760967]"
0,15,13,4,2,-0.01,0.2,"[1.13164621e-07 1.13268294e-07 1.12151904e-07 9.51605990e-08
 6.08206705e-05 7.89099729e-08 7.88592110e-08 7.84176288e-08
 6.70515037e-08 4.23743338e-05 1.22565756e-07 1.22816172e-07
 9.68070082e-08 1.22901693e-07 6.59855482e-05 1.01508734e-07
 1.02219671e-07 1.02283849e-07 1.01617808e-07 5.49151076e-05
 1.96609687e-01 1.96583697e-01 1.95428996e-01 1.67097575e-01
 2.44054339e-01]","[-18.48034756 -18.4803287  -18.4808688  -18.49070818 -18.08624928
 -18.4812114  -18.48120866 -18.48154882 -18.49091591 -18.08712794
 -18.47549848 -18.47541843 -18.48970087 -18.47538552 -18.08131355
 -18.48659189 -18.48621309 -18.4861843  -18.48653139 -18.09211324
 -17.56498995 -17.56502404 -17.56534541 -17.57471406 -17.55123586]"
0,15,14,1,2,-0.01,0.2,"[1.10426915e-07 1.10560207e-07 1.10250057e-07 1.08329306e-07
 5.87874878e-05 7.79145107e-08 7.78169008e-08 7.77868434e-08
 7.65266615e-08 4.14289573e-05 1.11167050e-07 1.11350886e-07
 1.08460125e-07 1.11378859e-07 5.92238064e-05 1.08838639e-07
 1.09095484e-07 1.09124146e-07 1.08885995e-07 5.80245520e-05
 1.91615382e-01 1.91752357e-01 1.91472588e-01 1.88369184e-01
 2.36571397e-01]","[-18.99284206 -18.99278699 -18.9929307  -18.99393387 -18.59929362
 -18.99297766 -18.99303411 -18.99305973 -18.99398833 -18.59948435
 -18.99244882 -18.99236855 -18.99386686 -18.99235778 -18.59886333
 -18.99363217 -18.99351035 -18.99349879 -18.99360855 -18.60000473
 -18.07751654 -18.07748498 -18.07755907 -18.078488   -18.06407842]"
0,15,15,2,2,-0.01,0.2,"[3.58245623e-09 3.58619416e-09 3.58358966e-09 3.57244989e-09
 2.28363196e-05 3.58268793e-09 3.58282231e-09 3.57804364e-09
 3.56589345e-09 2.28139224e-05 3.58921599e-09 3.58443591e-09
 3.56909860e-09 3.58907960e-09 2.28548519e-05 3.57466127e-09
 3.56949748e-09 3.57454768e-09 3.57111202e-09 2.27620671e-05
 1.25780744e-01 1.25688490e-01 1.25687803e-01 1.25296362e-01
 4.97455277e-01]","[-19.42411115 -19.4240615  -19.4240961  -19.42426439 -18.87637486
 -19.42410308 -19.4241012  -19.42416738 -19.42435307 -18.87641661
 -19.42400618 -19.42407051 -19.42430805 -19.42400812 -18.87632104
 -19.42422246 -19.42429382 -19.42422408 -19.42427086 -18.87653769
 -18.32527942 -18.32531365 -18.32531511 -18.32548382 -18.23919732]"
0,15,16,0,1,-0.01,0.2,"[1.56091590e-15 1.73294772e-15 1.25987518e-15 1.73478925e-15
 1.11886784e-11 2.27624199e-10 2.10590279e-13 1.60630009e-10
 2.27829856e-10 1.47021947e-06 2.14083866e-12 2.91957382e-09
 3.20566113e-09 3.20564463e-09 2.06957153e-05 1.81515990e-12
 2.50589646e-09 2.64561400e-09 2.19022182e-09 1.70787898e-05
 1.04752740e-04 1.40693566e-01 1.13081117e-01 1.49001890e-01
 5.97079412e-01]","[-18.98165497 -18.97553766 -18.9946722  -18.97547679 -18.42704771
 -18.25550351 -18.69090871 -18.27635751 -18.25545197 -17.70699092
 -18.55254254 -18.10162248 -18.09603569 -18.09603598 -17.5475505
 -18.54181871 -18.09021002 -18.08699831 -18.0981506  -17.53851764
 -17.43392782 -16.98402082 -16.99705065 -16.98062964 -16.89375082]"
0,15,17,2,0,-0.01,-0.01,"[4.32579389e-09 4.32161880e-09 6.03172602e-10 4.34193148e-09
 2.80924589e-05 2.68681401e-09 2.64972978e-09 4.06511346e-10
 2.72315621e-09 1.74651047e-05 1.33039116e-09 1.44762016e-09
 1.23241640e-09 1.44711031e-09 9.40782518e-06 9.98447953e-10
 1.02793548e-09 1.02768228e-09 2.29414296e-10 6.67940125e-06
 1.35200279e-01 1.39441880e-01 2.10965867e-02 1.41135002e-01
 5.63064576e-01]","[-19.2235386  -19.22359598 -19.34526492 -19.22319627 -18.67471688
 -19.23144487 -19.23211668 -19.3481275  -19.23051852 -18.68256713
 -19.3001536  -19.29524077 -19.30480321 -19.29526026 -18.7463748
 -19.28887002 -19.28730144 -19.28731491 -19.37963422 -18.7384449
 -18.13176514 -18.13010425 -18.24678132 -18.1292551  -18.04276705]"
0,15,18,0,4,-0.01,-0.01,"[3.12497724e-09 3.22569177e-09 3.04953799e-09 3.22634981e-09
 2.10748232e-05 2.32440661e-09 1.92812944e-09 2.24895654e-09
 2.32475899e-09 1.51874210e-05 2.76245326e-09 3.61201553e-09
 3.60519139e-09 3.60432781e-09 2.35514700e-05 1.96864416e-09
 2.50074710e-09 2.49161413e-09 2.44003981e-09 1.62797879e-05
 1.00884867e-01 1.28216104e-01 1.23671680e-01 1.27826548e-01
 5.19324664e-01]","[-19.31945122 -19.31764959 -19.32089071 -19.31763852 -18.76848099
 -19.31676389 -19.32789584 -19.31863083 -19.31675577 -18.7675909
 -19.32706462 -19.31093273 -19.3110793  -19.31109281 -18.76191668
 -19.32674621 -19.31237026 -19.31261771 -19.31377169 -18.76344528
 -18.2261943  -18.21179051 -18.21386335 -18.21200462 -18.12430397]"
0,15,19,4,4,-0.01,-0.01,"[3.53126324e-09 3.53091502e-09 3.25955861e-09 3.53363752e-09
 2.31203686e-05 2.47977098e-09 2.47490776e-09 2.30769750e-09
 2.48237320e-09 1.62385176e-05 3.34960860e-09 3.38139140e-09
 3.34131538e-09 3.38123991e-09 2.21395879e-05 2.41708646e-09
 2.42622457e-09 2.42614966e-09 2.28934166e-09 1.58875402e-05
 1.24509231e-01 1.24974908e-01 1.16276290e-01 1.25089995e-01
 5.09072143e-01]","[-18.64379452 -18.64379982 -18.6484819  -18.64374079 -18.0945047
 -18.64424104 -18.64432854 -18.64844811 -18.64416753 -18.09494198
 -18.64676382 -18.64625329 -18.64690868 -18.64625553 -18.09696242
 -18.64570507 -18.64551651 -18.64551802 -18.64888362 -18.09621835
 -17.54487218 -17.54468902 -17.54890785 -17.54462175 -17.45683328]"
0,15,20,1,2,-0.01,-0.01,"[1.06683547e-07 1.06929448e-07 1.05289748e-07 1.06901102e-07
 5.79895729e-05 7.58217689e-08 7.45838575e-08 7.50523551e-08
 7.58095114e-08 4.11203761e-05 1.04973216e-07 1.07886374e-07
 1.07546849e-07 1.07849366e-07 5.84872876e-05 7.44767391e-08
 7.60912719e-08 7.60644810e-08 7.53934636e-08 4.12521596e-05
 1.87555446e-01 1.91664609e-01 1.89616668e-01 1.91560975e-01
 2.39401996e-01]","[-18.98499188 -18.98487782 -18.98573527 -18.98488708 -18.59021232
 -18.98476479 -18.98567926 -18.98532215 -18.9847692  -18.59009776
 -18.98593276 -18.98437615 -18.98454188 -18.98440169 -18.58973743
 -18.98576405 -18.98455079 -18.98457506 -18.98505117 -18.5899078
 -18.06896643 -18.06774144 -18.06833294 -18.06777177 -18.05357118]"
0,15,21,3,3,-0.01,-0.01,"[3.16842479e-09 4.40611050e-09 3.73056111e-09 4.36030670e-09
 2.85299311e-05 3.18812618e-09 3.18775623e-09 2.53655268e-09
 3.15537255e-09 2.06461518e-05 3.49658833e-09 2.58154885e-09
 3.25153363e-09 3.50029770e-09 2.26671448e-05 2.38800377e-09
 1.91268421e-09 2.39017055e-09 2.05652176e-09 1.54785758e-05
 1.30352043e-01 1.03976488e-01 1.11412042e-01 1.29437034e-01
 5.24735022e-01]","[-19.40194794 -19.38234426 -19.39208356 -19.38291143 -18.83368856
 -19.40118896 -19.40119555 -19.41470674 -19.40176462 -18.85252501
 -19.3957962  -19.41381092 -19.39995265 -19.3957363  -18.84707406
 -19.39810074 -19.41121353 -19.39804985 -19.40680193 -18.84938614
 -18.29386654 -18.30720256 -18.30305544 -18.2942401  -18.20672415]"
0,15,22,4,3,-0.01,-0.01,"[3.49617905e-09 3.50200720e-09 3.50205702e-09 3.48927845e-09
 2.28279522e-05 2.47475509e-09 2.46773708e-09 2.47479554e-09
 2.46940120e-09 1.61313926e-05 3.50248797e-09 3.51188186e-09
 3.50128157e-09 3.51265910e-09 2.28966560e-05 3.48644242e-09
 3.50058475e-09 3.50125101e-09 3.50134081e-09 2.28231865e-05
 1.23935853e-01 1.24260329e-01 1.24283965e-01 1.24008254e-01
 5.03426867e-01]","[-19.23054568 -19.23046236 -19.23046166 -19.23065151 -18.68142234
 -19.23050151 -19.23064742 -19.23050071 -19.23061156 -18.68146297
 -19.23046132 -19.23032108 -19.2304787  -19.2303114  -18.68127337
 -19.23069459 -19.23047938 -19.23047097 -19.23046974 -18.68143051
 -18.13127165 -18.1311349  -18.13112665 -18.13123866 -18.04360662]"
0,15,23,4,2,-0.01,-0.01,"[1.48942766e-07 1.63414444e-07 2.75665667e-10 1.42211382e-07
 8.83982794e-05 9.11358597e-08 8.10587937e-08 1.64828028e-10
 8.33151663e-08 4.92988609e-05 1.18214327e-12 1.37046176e-12
 1.27836875e-12 1.39105148e-12 7.52533299e-10 1.90472376e-06
 2.22269430e-06 2.25000334e-06 2.11024696e-09 1.21713913e-03
 2.22739293e-01 2.43694453e-01 4.51872194e-04 2.24690505e-01
 3.07061950e-01]","[-16.60055921 -16.59523157 -16.99417774 -16.60352888 -16.2007136
 -16.6102959  -16.61703455 -17.00488879 -16.61563896 -16.21577878
 -17.31209482 -17.30331498 -17.30737426 -17.3024689  -16.90794677
 -16.43060764 -16.42152255 -16.42083493 -16.85657354 -16.02631659
 -15.69518224 -15.68998783 -16.08310373 -15.69485515 -15.67534353]"
0,15,24,4,0,-0.01,-0.01,"[1.21429562e-07 1.22506421e-07 7.46342277e-08 1.18983091e-07
 6.55326741e-05 8.21041236e-08 8.14385118e-08 5.19455131e-08
 8.06917637e-08 4.39165780e-05 9.17745056e-08 9.42819754e-08
 9.29230774e-08 9.45335006e-08 5.05700373e-05 1.55597424e-07
 1.57603914e-07 1.58052910e-07 8.16812576e-08 8.45480850e-05
 2.05142102e-01 2.05960188e-01 1.30506306e-01 2.02764589e-01
 2.55380588e-01]","[-18.5692448  -18.56881174 -18.59887011 -18.57046413 -18.17495702
 -18.57203207 -18.57241032 -18.59980119 -18.5730056  -18.17818246
 -18.58618977 -18.58465554 -18.58546438 -18.58451729 -18.19066135
 -18.55421136 -18.55354777 -18.55339876 -18.59362969 -18.1595437
 -17.65562687 -17.65545819 -17.68314995 -17.65634367 -17.64176169]"
0,15,25,4,1,-0.01,-0.01,"[1.11353436e-07 1.11737493e-07 1.06885688e-07 1.11064508e-07
 5.92393463e-05 7.83262250e-08 7.80583445e-08 7.53917238e-08
 7.80700879e-08 4.15269220e-05 1.08062147e-07 1.08730015e-07
 1.08331141e-07 1.08807779e-07 5.76898033e-05 1.13027096e-07
 1.13511907e-07 1.13595929e-07 1.07357558e-07 6.02222166e-05
 1.92247212e-01 1.92627344e-01 1.85499859e-01 1.92083887e-01
 2.37321387e-01]","[-18.9851288  -18.98495756 -18.98751263 -18.98527783 -18.59164064
 -18.9854608  -18.98562856 -18.98765681 -18.98563048 -18.59214225
 -18.98680451 -18.98647184 -18.98666555 -18.98643725 -18.59311633
 -18.98424255 -18.98402238 -18.98398649 -18.98726368 -18.59067206
 -18.07011583 -18.0700198  -18.07219214 -18.07016819 -18.05670364]"
0,15,26,2,0,-0.01,-0.01,"[1.11145048e-07 1.11301681e-07 1.10398891e-07 1.11068084e-07
 5.86992787e-05 7.84953096e-08 7.83829782e-08 7.79928277e-08
 7.84090694e-08 4.13938001e-05 1.10530282e-07 1.10767221e-07
 1.10621031e-07 1.10789511e-07 5.84275726e-05 1.11345587e-07
 1.11549994e-07 1.11570225e-07 1.10512302e-07 5.88405503e-05
 1.91374383e-01 1.91532886e-01 1.90329652e-01 1.91348697e-01
 2.35195376e-01]","[-18.23363187 -18.23356516 -18.23400628 -18.23367032 -17.84056431
 -18.23371045 -18.23377799 -18.23405687 -18.23376365 -17.84071527
 -18.23392921 -18.23381913 -18.23388467 -18.23381125 -17.8408121
 -18.23352938 -18.23343705 -18.23343051 -18.23395068 -17.84043003
 -17.31875717 -17.31871824 -17.31906021 -17.31876606 -17.30560136]"
0,15,27,4,2,-0.01,-0.01,"[3.59880288e-09 3.60260018e-09 3.59828086e-09 3.60262452e-09
 2.28092357e-05 2.54583413e-09 2.54303221e-09 2.54426200e-09
 2.54584574e-09 1.61185093e-05 3.59674418e-09 3.60130486e-09
 3.60178462e-09 3.60165483e-09 2.28032465e-05 2.54421391e-09
 2.54602815e-09 2.54626053e-09 2.54509481e-09 1.61212083e-05
 1.25936355e-01 1.26026768e-01 1.25956831e-01 1.26040724e-01
 4.95961421e-01]","[-19.40350584 -19.40345446 -19.403513   -19.40345416 -18.85610466
 -19.40348818 -19.40354171 -19.40351719 -19.40348798 -18.85613837
 -19.4035344  -19.40347063 -19.40346476 -19.40346657 -18.85611678
 -19.4035207  -19.40348575 -19.40348188 -19.40350278 -18.85613207
 -18.30484706 -18.30481191 -18.30483835 -18.30480719 -18.21903108]"
0,15,28,3,2,-0.01,-0.01,"[1.36916641e-07 1.36015325e-07 2.32983906e-08 1.41821530e-07
 7.27417901e-05 8.99825010e-08 9.08885882e-08 1.60012541e-08
 9.30980816e-08 4.81174529e-05 4.94132312e-08 4.99686828e-08
 4.95682689e-08 5.00438405e-08 2.67639907e-05 3.64945360e-08
 3.60243167e-08 3.60622717e-08 1.01303889e-08 1.92835539e-05
 2.26327622e-01 2.24087772e-01 3.98913176e-02 2.32057181e-01
 2.77468154e-01]","[-17.55771174 -17.55819158 -17.66708613 -17.5556284  -17.16435154
 -17.56209482 -17.56140355 -17.66868883 -17.56001715 -17.1682622
 -17.62475452 -17.62413603 -17.62457494 -17.62405984 -17.23021921
 -17.61438484 -17.61522076 -17.6151683  -17.69325458 -17.22133722
 -16.64527979 -16.64593323 -16.75247317 -16.6438117  -16.63231409]"
0,15,29,4,0,-0.01,-0.01,"[3.62522508e-09 3.62788651e-09 3.62746435e-09 3.29162562e-09
 2.31942928e-05 2.54568528e-09 2.54490377e-09 2.54545799e-09
 2.32562394e-09 1.62754269e-05 3.80180438e-09 3.79720827e-09
 3.32357020e-09 3.79866938e-09 2.42860328e-05 3.39358139e-09
 3.40637291e-09 3.40742350e-09 3.40755308e-09 2.17844009e-05
 1.26842800e-01 1.26802013e-01 1.26829930e-01 1.15862617e-01
 5.03577047e-01]","[-19.31831043 -19.31829047 -19.31829715 -19.3240141  -18.77037068
 -19.31874432 -19.31873783 -19.31874948 -19.32406535 -18.7708245
 -19.31548077 -19.31556877 -19.32347413 -19.31555077 -18.76763131
 -19.32203614 -19.32183643 -19.32182197 -19.32182008 -18.77390333
 -18.21971821 -18.21975156 -18.21974224 -18.22506373 -18.13342329]"
0,15,30,1,0,-0.01,-0.01,"[1.28914067e-07 1.28733603e-07 5.00219078e-08 1.24208878e-07
 6.90961851e-05 8.64368723e-08 8.68293003e-08 3.46716035e-08
 8.42314139e-08 4.63958357e-05 7.90873531e-08 8.00764794e-08
 7.85742450e-08 8.01982554e-08 4.30479562e-05 2.32796155e-07
 2.32724245e-07 2.33068335e-07 6.42907071e-08 1.25103131e-04
 2.17489050e-01 2.16174587e-01 8.68109878e-02 2.10859164e-01
 2.68380763e-01]","[-17.72684051 -17.72700606 -17.78490827 -17.72906115 -17.33295047
 -17.73007058 -17.72971219 -17.78603347 -17.73155173 -17.33601242
 -17.7585045  -17.75781583 -17.75888233 -17.75774007 -17.36368081
 -17.69154349 -17.69164205 -17.69156861 -17.77077236 -17.29750973
 -16.81325049 -16.81366596 -16.86957056 -16.81510031 -16.79988417]"
0,15,31,4,3,-0.01,-0.01,"[3.59126554e-09 3.59986406e-09 3.37629640e-09 3.58505919e-09
 2.30788735e-05 3.59909250e-09 3.59944128e-09 3.35623941e-09
 3.57556909e-09 2.30739855e-05 3.45105666e-09 3.43385806e-09
 3.43475714e-09 3.45097283e-09 2.21240612e-05 3.70857583e-09
 3.69682007e-09 3.70821671e-09 3.37548299e-09 2.37738991e-05
 1.26360700e-01 1.26208935e-01 1.18518236e-01 1.25845727e-01
 5.02974295e-01]","[-19.25910849 -19.25899858 -19.26273998 -19.25921532 -18.71091783
 -19.25896382 -19.25895864 -19.26304423 -19.2593163  -18.71088291
 -19.26132771 -19.2615897  -19.26157794 -19.26132894 -18.71324894
 -19.25718139 -19.25733246 -19.25718674 -19.26272148 -18.70910501
 -18.16019199 -18.1602388  -18.16393178 -18.16040731 -18.07372099]"
0,15,32,0,0,-0.01,-0.01,"[9.21075607e-13 1.04868121e-12 3.82238470e-13 8.45911644e-13
 5.63337250e-10 2.33990447e-06 2.69976397e-09 8.81822817e-07
 1.84997617e-06 1.25695037e-03 2.34650980e-10 1.53811773e-07
 1.50895553e-07 1.85222897e-07 9.94973375e-05 6.49541865e-10
 2.65847525e-07 3.24685844e-07 1.21867392e-07 1.74409324e-04
 5.69278567e-04 2.52931561e-01 1.42588053e-01 2.47289535e-01
 3.55084437e-01]","[-16.91250892 -16.90491857 -16.96672023 -16.9176979  -16.51081305
 -16.00289782 -16.42570438 -16.06263757 -16.01681171 -15.60879312
 -16.58703307 -16.18123931 -16.18221961 -16.17011126 -15.77600693
 -16.52542436 -16.14902212 -16.13703121 -16.19716496 -15.74292837
 -15.65326194 -15.27186299 -15.30702767 -15.27303056 -15.2507464 ]"
0,15,33,3,3,-0.01,0.2,"[2.03558436e-15 2.03290811e-15 3.35449239e-16 9.46345950e-16
 1.30412793e-11 9.01594259e-10 1.21321855e-12 1.59357631e-10
 4.52690919e-10 5.78418405e-06 1.36287145e-12 1.80280480e-09
 7.60371233e-10 1.80191869e-09 1.15591429e-05 1.00661229e-11
 9.23467657e-09 9.24126927e-09 1.27140224e-09 5.92831901e-05
 1.89982968e-04 1.74288894e-01 3.91603179e-02 9.16796721e-02
 6.94604481e-01]","[-18.63153094 -18.63160898 -18.74270203 -18.6782019  -18.08349118
 -17.83394649 -18.24646091 -17.9407297  -17.87572572 -17.28582466
 -18.2447202  -17.79571872 -17.84832782 -17.79574415 -17.24762804
 -18.12122193 -17.69508599 -17.69503791 -17.81755524 -17.14692046
 -17.06230479 -16.63615495 -16.7280051  -16.67507567 -16.54960461]"
0,15,34,2,0,-0.01,0.2,"[3.32516330e-09 3.42370644e-09 3.42421649e-09 3.27409495e-09
 2.22200587e-05 3.77233774e-09 3.27340602e-09 3.77296657e-09
 3.66797583e-09 2.44825543e-05 2.25789391e-09 2.43480871e-09
 2.46083915e-09 2.48708469e-09 1.61416785e-05 3.14804629e-09
 3.48357666e-09 3.59566908e-09 3.59625656e-09 2.33359553e-05
 1.14830419e-01 1.23839800e-01 1.26581269e-01 1.24477749e-01
 5.10184531e-01]","[-17.9184106  -17.91675542 -17.91674744 -17.91931643 -17.36796587
 -17.91107996 -17.9194906  -17.91107099 -17.91264957 -17.36229077
 -17.92102882 -17.91653287 -17.91590567 -17.91534007 -17.36654916
 -17.92177337 -17.91571326 -17.91391349 -17.91390443 -17.36512434
 -16.82088699 -16.816386   -16.81515784 -16.81607456 -16.72793463]"
0,15,35,4,0,-0.01,0.2,"[4.03834624e-09 4.17162107e-09 1.61809138e-09 4.16597651e-09
 2.72204592e-05 4.27052491e-09 3.93269955e-09 1.78356508e-09
 4.26456137e-09 2.78657511e-05 2.24031108e-09 2.43972841e-09
 2.59470882e-09 2.59422532e-09 1.69273774e-05 6.64405318e-09
 6.94973861e-09 7.08103123e-09 2.26554294e-09 4.62052425e-05
 1.27923513e-01 1.32089994e-01 6.02946020e-02 1.34313080e-01
 5.45260531e-01]","[-19.22329165 -19.22149401 -19.27940501 -19.2215742  -18.67239619
 -19.22015838 -19.2249468  -19.27351173 -19.22024098 -18.67106072
 -19.26038008 -19.25524922 -19.25168132 -19.25169162 -18.70259504
 -19.19368224 -19.19099099 -19.19002399 -19.25995424 -18.64092557
 -18.13098515 -18.12908565 -18.17715805 -18.12821989 -18.04056789]"
0,15,36,2,0,-0.01,0.2,"[1.12640491e-07 1.14303837e-07 1.09816233e-07 9.15210027e-08
 6.18712372e-05 1.16530334e-07 1.12367318e-07 1.12674946e-07
 9.35298782e-08 6.30754502e-05 1.21475860e-07 1.24293130e-07
 9.43817496e-08 1.26450897e-07 6.84456599e-05 9.90110569e-08
 1.00773629e-07 1.02970904e-07 1.00003954e-07 5.57328374e-05
 1.94909778e-01 1.97754626e-01 1.94985889e-01 1.63160136e-01
 2.48938714e-01]","[-18.98314746 -18.98236267 -18.98464437 -18.99565223 -18.58780839
 -18.98127251 -18.98332454 -18.98317379 -18.99441054 -18.58671918
 -18.97853242 -18.97719157 -18.99385176 -18.97626322 -18.58170951
 -18.99068351 -18.98965187 -18.98845143 -18.99009819 -18.59390166
 -18.06814232 -18.06730482 -18.06813324 -18.07886575 -18.05274358]"
0,15,37,0,0,-0.01,0.2,"[3.52773466e-09 3.54613541e-09 3.44210691e-09 3.54646262e-09
 2.29200415e-05 3.55799367e-09 3.52581410e-09 3.45537471e-09
 3.55832577e-09 2.29969193e-05 3.45478324e-09 3.46602858e-09
 3.48864822e-09 3.48850494e-09 2.25476657e-05 2.46657283e-09
 2.47288613e-09 2.48148256e-09 2.43966270e-09 1.60389449e-05
 1.24564571e-01 1.24890459e-01 1.22217553e-01 1.25332649e-01
 5.02910213e-01]","[-19.4243237  -19.42405056 -19.4257438  -19.42404569 -18.87549817
 -19.42386859 -19.42436042 -19.42553109 -19.42386367 -18.87531557
 -19.42548285 -19.42529916 -19.42495009 -19.42495213 -18.87639943
 -19.4250069  -19.42486459 -19.42468551 -19.42563719 -18.87613247
 -18.32525507 -18.3251096  -18.32635475 -18.32492883 -18.23797386]"
0,15,38,1,1,-0.01,-0.01,"[4.06856769e-09 4.06554146e-09 1.08497969e-09 4.14743553e-09
 2.64755822e-05 2.67928436e-09 2.68982035e-09 7.51417852e-10
 2.73339438e-09 1.74482779e-05 2.06306019e-09 2.12972695e-09
 1.94239676e-09 2.12942613e-09 1.38673186e-05 1.48988129e-09
 1.49084000e-09 1.49069104e-09 5.55186973e-10 9.70776196e-06
 1.35945353e-01 1.36159065e-01 3.81748540e-02 1.38835549e-01
 5.50817645e-01]","[-19.30636401 -19.30640791 -19.38766023 -19.30511806 -18.75742345
 -19.31067435 -19.31034697 -19.38887548 -19.30938801 -18.76168893
 -19.35150354 -19.34970902 -19.35511628 -19.34971653 -18.80073166
 -19.34468773 -19.34475628 -19.34476152 -19.40526707 -18.79577644
 -18.21057928 -18.21060228 -18.28881777 -18.20934465 -18.1231587 ]"
0,15,39,4,4,-0.01,-0.01,"[3.23404693e-09 7.01225228e-09 5.78836541e-09 7.00976890e-09
 4.58318268e-05 2.97217003e-09 2.97333017e-09 1.81046288e-09
 2.96790525e-09 1.94279192e-05 4.21194164e-09 1.58442775e-09
 4.02154476e-09 4.21793756e-09 2.75713275e-05 2.21234472e-09
 1.28747127e-09 2.21460811e-09 1.94139963e-09 1.44761796e-05
 1.32942846e-01 7.73012631e-02 1.15588641e-01 1.33202504e-01
 5.40857383e-01]","[-19.25115693 -19.20393625 -19.21544947 -19.20389032 -18.65474483
 -19.2558947  -19.25587227 -19.28595296 -19.25592995 -18.70669711
 -19.23443124 -19.29418333 -19.23705038 -19.23434714 -18.68514884
 -19.25259679 -19.28547865 -19.25253657 -19.26031328 -18.70333834
 -18.14255263 -18.17546533 -18.15086726 -18.14238077 -18.05477302]"
0,15,40,4,0,-0.01,0.2,"[9.96670781e-08 1.02934544e-07 9.12446379e-08 1.02569614e-07
 5.57641026e-05 1.36663705e-07 9.23307975e-08 1.21713703e-07
 1.36172479e-07 7.40362255e-05 8.40671771e-08 1.08889102e-07
 1.10814866e-07 1.14013074e-07 6.17602528e-05 5.93880181e-08
 7.58296437e-08 7.77328646e-08 7.17681652e-08 4.21095241e-05
 1.55810051e-01 1.99014024e-01 1.86323015e-01 2.03687403e-01
 2.54930251e-01]","[-18.23343783 -18.23162359 -18.23871858 -18.23180246 -17.83702
 -18.21469914 -18.2383839  -18.22148644 -18.21488068 -17.8200959
 -18.24383678 -18.22815005 -18.22710267 -18.22552139 -17.83092343
 -18.24403398 -18.22925534 -18.2278667  -18.23248675 -17.83326568
 -17.32485606 -17.31005755 -17.31397102 -17.30874005 -17.29448042]"
