seed,episode,stepaif1_action,aif2_action,aif1_reward,aif2_reward,aif1_q_pi,aif2_q_pi,aif1_G,aif2_G
0,1,12,1,4,0.2,-0.01,"[0.0056299  0.00562979 0.00561659 0.00562914 0.02677196 0.00570004
 0.00562251 0.00569217 0.0056993  0.02710619 0.00560883 0.00566943
 0.00566583 0.00566945 0.02696036 0.0039684  0.00400606 0.00400606
 0.00400075 0.01905044 0.16932839 0.1709401  0.17070461 0.17092771
 0.134396  ]","[0.00534318 0.00552414 0.00547469 0.00552426 0.0261431  0.00579109
 0.0052822  0.00573791 0.00579143 0.02740697 0.00529551 0.00551471
 0.00568924 0.00568868 0.02692212 0.00534548 0.0055657  0.00570601
 0.00566804 0.02700411 0.16046375 0.1670824  0.17054639 0.17125956
 0.13422932]","[-18.15651454 -18.15651695 -18.15687392 -18.15652822 -17.76488479
 -18.15441543 -18.15698049 -18.1545929  -18.15442641 -17.76278144
 -18.15732861 -18.15537129 -18.155437   -18.15537057 -17.76374029
 -18.15726117 -18.15554624 -18.15554607 -18.15571514 -17.76391389
 -17.36329933 -17.36158429 -17.3617683  -17.36158512 -17.42097246]","[-17.86887985 -17.86213516 -17.86365412 -17.86213125 -17.4714498
 -17.85201163 -17.87211436 -17.85353628 -17.85200038 -17.4613224
 -17.87175738 -17.86261548 -17.85640475 -17.85642175 -17.46573376
 -17.87037758 -17.86134027 -17.85645155 -17.85746096 -17.46576399
 -17.07702658 -17.06798019 -17.06367866 -17.06312207 -17.12317406]"
0,1,13,0,4,-0.01,-0.01,"[0.00405796 0.00406716 0.00405396 0.00406616 0.01947896 0.00574966
 0.00574978 0.00572277 0.00574788 0.02753726 0.00575505 0.00572803
 0.00574058 0.00575493 0.02756273 0.004066   0.0040531  0.00406594
 0.00405126 0.01947294 0.1730034  0.17244101 0.17243038 0.17295399
 0.13668913]","[0.01039609 0.01176831 0.01098343 0.0045369  0.03295467 0.01213019
 0.01015651 0.01129156 0.00509313 0.03396788 0.01918123 0.02038183
 0.00864272 0.02325427 0.06511647 0.00376389 0.00415458 0.00483471
 0.00460905 0.01353768 0.15358715 0.15980652 0.16606912 0.07911343
 0.13066871]","[-19.09675142 -19.09641571 -19.09693194 -19.09644211 -18.70341003
 -19.09634253 -19.09633987 -19.09711983 -19.09638112 -18.70333444
 -19.0962101  -19.09697907 -19.09658954 -19.09621284 -18.70320292
 -19.09641923 -19.09692034 -19.09642126 -19.09698739 -18.70341732
 -18.30354128 -18.30404639 -18.30406311 -18.30357011 -18.36192051]","[-18.45159485 -18.42423893 -18.4388297  -18.65715837 -18.16090952
 -18.41695788 -18.45794486 -18.43216452 -18.62867838 -18.15362914
 -18.30755546 -18.29230168 -18.50662953 -18.26334336 -18.00002095
 -18.68103336 -18.65715907 -18.62342058 -18.63301081 -18.36010731
 -17.81562356 -17.80564595 -17.79713872 -17.97958883 -17.85848289]"
0,1,14,1,4,0.2,-0.01,"[0.00562587 0.00562579 0.00561627 0.00562513 0.02702931 0.00573838
 0.00561149 0.005735   0.00573758 0.02757014 0.00559854 0.005694
 0.00569137 0.0056941  0.02735709 0.00395957 0.00402103 0.00402108
 0.00401818 0.01931909 0.16798404 0.17059615 0.17048281 0.17057896
 0.13506908]","[0.00907424 0.00918247 0.0090796  0.0084907  0.02531635 0.00919665
 0.00908311 0.00909144 0.00857486 0.02535505 0.00931818 0.00932587
 0.00872816 0.00945381 0.02606449 0.00859499 0.00865454 0.00882259
 0.00875133 0.02432399 0.16043104 0.16048691 0.16070812 0.15303252
 0.120859  ]","[-19.25293062 -19.25293219 -19.25317847 -19.25294457 -18.85933494
 -19.24939546 -19.2537888  -19.24943534 -19.2494092  -18.8557987
 -19.25414058 -19.25091168 -19.2509428  -19.25090828 -18.85731485
 -19.25412791 -19.25118806 -19.25118558 -19.25124982 -18.85759207
 -18.46197551 -18.45903482 -18.45909857 -18.45904374 -18.5170107 ]","[-18.25993259 -18.25787657 -18.25986459 -18.27454966 -17.99798058
 -18.25757497 -18.25978552 -18.2596117  -18.27238433 -17.99768258
 -18.25425521 -18.2540513  -18.26879797 -18.25166822 -17.99177176
 -18.27095053 -18.26947294 -18.26585026 -18.26719944 -18.00595557
 -17.57834477 -17.57825141 -17.57804339 -17.588596   -17.64908487]"
0,1,15,0,0,-0.01,-0.01,"[0.00405989 0.00407058 0.00406074 0.00406958 0.01959363 0.00575241
 0.00575251 0.00573116 0.00575078 0.02768915 0.00576421 0.00573469
 0.00575046 0.00576408 0.02774528 0.00407105 0.00405614 0.00407098
 0.00405905 0.01959558 0.17276523 0.17211543 0.17233332 0.17271398
 0.13693006]","[0.00896155 0.0089865  0.00896141 0.00889032 0.02450768 0.00898755
 0.00896342 0.0089621  0.00890036 0.02451055 0.00898575 0.00898523
 0.00892147 0.00901416 0.0245831  0.00889531 0.00890232 0.00893905
 0.00891912 0.02437864 0.16009864 0.16008816 0.16013369 0.1592571
 0.11926681]","[-19.26289821 -19.26249435 -19.26286345 -19.2625225  -18.86856162
 -19.2624826  -19.26248051 -19.26307904 -19.26251773 -18.86854954
 -19.2621696  -19.26302123 -19.2625271  -19.26217253 -18.86823994
 -19.26242611 -19.26301987 -19.26242833 -19.2628738  -18.86849557
 -18.47037829 -18.47098203 -18.47075741 -18.47041253 -18.52815682]","[-18.9040887  -18.90368429 -18.90410212 -18.90560876 -18.64624298
 -18.90366465 -18.90405517 -18.90408976 -18.90539119 -18.64622342
 -18.90359064 -18.90359977 -18.90497327 -18.90312263 -18.6456814
 -18.90538283 -18.90523634 -18.90458162 -18.90489978 -18.64713654
 -18.21925558 -18.21926556 -18.21922694 -18.22023269 -18.29220478]"
0,1,16,0,0,-0.01,-0.01,"[0.00561999 0.00561993 0.00561177 0.00561934 0.02707381 0.00575272
 0.00560192 0.00575106 0.00575195 0.02771344 0.00558881 0.00570093
 0.00569883 0.00570107 0.02746486 0.00395215 0.00402511 0.00402519
 0.00402322 0.0193912  0.16746114 0.17055916 0.17049222 0.17054355
 0.13525663]","[0.00573372 0.00573356 0.0057264  0.00571726 0.02644062 0.00405356
 0.00405118 0.00405051 0.00404555 0.0186933  0.00573192 0.00573982
 0.00572335 0.00573977 0.02646925 0.00572042 0.00572976 0.00572971
 0.0057236  0.02642289 0.17090982 0.17105495 0.17092137 0.17071014
 0.1334276 ]","[-19.05248316 -19.05248448 -19.05269091 -19.05249428 -18.65840607
 -19.04824608 -19.0535457  -19.04823467 -19.04825895 -18.65416816
 -19.05391631 -19.0500629  -19.05007571 -19.05005834 -18.65597867
 -19.0539221  -19.05037336 -19.0503699  -19.05039423 -18.65629126
 -18.26218475 -18.25863232 -18.25865041 -18.25863999 -18.31631295]","[-18.81185789 -18.81186183 -18.81203493 -18.81230478 -18.42632857
 -18.81193887 -18.81200723 -18.81203582 -18.81223557 -18.42640463
 -18.81188522 -18.81169934 -18.81214727 -18.81170033 -18.42616706
 -18.81220366 -18.81197293 -18.81197387 -18.81211705 -18.42644028
 -18.01908006 -18.01897459 -18.01907384 -18.01927562 -18.08009895]"
0,1,17,4,3,-0.01,0.2,"[0.00544684 0.00544671 0.00540816 0.00544366 0.02626794 0.00353896
 0.00277408 0.00353613 0.00353732 0.01706781 0.00439447 0.00626392
 0.00625207 0.00625917 0.03018785 0.00308521 0.00434598 0.00434311
 0.00434075 0.02094748 0.13106074 0.18466609 0.18452632 0.18444511
 0.14641411]","[0.00570353 0.00570338 0.0056838  0.00566897 0.02698452 0.00403114
 0.00402468 0.00402271 0.00401487 0.01907234 0.00569527 0.00571643
 0.00568288 0.00571631 0.02704584 0.00567703 0.00570067 0.00570055
 0.00568354 0.02697139 0.1702528  0.17064328 0.17027349 0.16993894
 0.13439165]","[-18.6912275  -18.69123064 -18.69246349 -18.69130928 -18.29696245
 -18.68823353 -18.74468218 -18.68813551 -18.68829205 -18.29396226
 -18.72805033 -18.64471097 -18.6447872  -18.6448698  -18.25058986
 -18.72918373 -18.64859012 -18.64872859 -18.64845784 -18.25444042
 -17.93708855 -17.85645782 -17.85630086 -17.85666301 -17.91419286]","[-17.7069781  -17.70698173 -17.70752795 -17.70801234 -17.31625565
 -17.70718721 -17.70740895 -17.70749928 -17.70784886 -17.31646433
 -17.70718793 -17.70661026 -17.7076081  -17.70661292 -17.31588561
 -17.70774392 -17.70707927 -17.70708183 -17.7075453  -17.31635353
 -16.91507045 -16.91473755 -16.91505883 -16.91541115 -16.97379726]"
0,1,18,4,4,1.0,1.0,"[0.00813243 0.00966406 0.00959542 0.00965289 0.02749749 0.00617557
 0.00507425 0.0061628  0.00617067 0.0175722  0.00833654 0.0095829
 0.00977577 0.00979965 0.02788452 0.00581513 0.00663372 0.00677118
 0.00675872 0.01926672 0.14647206 0.16710823 0.17040611 0.17042689
 0.1292641 ]","[0.00562541 0.00564074 0.00564082 0.00562566 0.02694739 0.00404947
 0.00387677 0.00404951 0.00404779 0.0193461  0.00389646 0.00413701
 0.00413004 0.00413003 0.01973094 0.00550793 0.00586888 0.00585765
 0.00585804 0.027984   0.16497219 0.17515996 0.17487222 0.17479714
 0.13824785]","[-17.12706631 -17.08792446 -17.08898728 -17.08809128 -16.82124803
 -17.1083097  -17.15270144 -17.10841449 -17.1084154  -16.84162458
 -17.12016622 -17.08871145 -17.08383926 -17.08375009 -16.81706292
 -17.12310528 -17.09333844 -17.08880913 -17.08870654 -16.82212753
 -16.44109852 -16.41131699 -16.40661108 -16.40690654 -16.47582354]","[-19.07071464 -19.07029632 -19.07029459 -19.07069906 -18.67772494
 -19.06809811 -19.07713841 -19.06809692 -19.06807502 -18.67551865
 -19.07623998 -19.06347239 -19.06376275 -19.06385199 -18.6712726
 -19.0762267  -19.06268499 -19.06312402 -19.06311242 -18.67054962
 -18.28421387 -18.27144403 -18.27181813 -18.27178737 -18.33009925]"
0,2,0,1,4,-0.01,-0.01,"[0.04218189 0.0429206  0.04282073 0.04290581 0.04827333 0.03020415
 0.02963928 0.03017168 0.03019724 0.03397003 0.04247471 0.0430977
 0.04310279 0.04316379 0.0485464  0.02998148 0.03037081 0.03041219
 0.03036899 0.03420426 0.05392981 0.05463263 0.05465091 0.05469574
 0.03308304]","[0.01809972 0.04366872 0.04008673 0.01639415 0.03900059 0.03658129
 0.01079278 0.03370753 0.00884785 0.03268231 0.06147331 0.09028042
 0.0362757  0.10238322 0.09138469 0.00444989 0.00553379 0.00879377
 0.00777473 0.00785417 0.05130525 0.08273674 0.08515679 0.03363012
 0.05110573]","[-15.74058521 -15.73726403 -15.73758573 -15.7373052  -15.70589046
 -15.73845035 -15.74203805 -15.73856934 -15.73847426 -15.70708376
 -15.73949983 -15.73670814 -15.73662243 -15.73646312 -15.70509201
 -15.73986444 -15.73739105 -15.73717603 -15.73732424 -15.70580769
 -15.61430966 -15.61183024 -15.61171938 -15.61163375 -15.73740524]","[-15.76746875 -15.55006682 -15.56854671 -15.79251654 -15.57630108
 -15.640826   -15.94003735 -15.65819283 -15.99379091 -15.66697135
 -15.41035718 -15.31669876 -15.54517246 -15.28777189 -15.31415403
 -16.13813811 -16.08729579 -15.97314273 -15.99963338 -15.99936439
 -15.50398308 -15.38732716 -15.37951813 -15.61226462 -15.50907917]"
0,2,1,3,4,-0.01,-0.01,"[0.00361766 0.00363522 0.00363294 0.0036348  0.02361541 0.00361811
 0.00361823 0.00361397 0.00361777 0.02350539 0.00362842 0.00361357
 0.00362594 0.00362833 0.02357108 0.00256401 0.00255537 0.00256396
 0.00256202 0.01665653 0.16537916 0.16482359 0.16528077 0.16536482
 0.19807296]","[0.00470645 0.00545314 0.00546243 0.00518289 0.01879536 0.01291458
 0.00995018 0.01294399 0.01083773 0.04450954 0.0056517  0.00552954
 0.00539488 0.00573948 0.01978092 0.01007685 0.00910932 0.01041327
 0.01016913 0.03588892 0.15271938 0.15014995 0.15653287 0.14684299
 0.14524451]","[-19.18949544 -19.18868949 -19.18876044 -19.18870104 -18.7146756
 -19.1894024  -19.1893968  -19.18955934 -19.18941222 -18.71537668
 -19.18897557 -19.18964031 -19.18905955 -19.18898064 -18.71496217
 -19.18909707 -19.18964011 -19.18910142 -19.18919128 -18.71508214
 -18.16910497 -18.16964115 -18.16917332 -18.16911195 -18.12170773]","[-17.29495806 -17.26230313 -17.26163675 -17.27318972 -16.94701876
 -17.15264936 -17.21252951 -17.1517125  -17.1921432  -16.8373824
 -17.25438819 -17.25873385 -17.26440688 -17.25127763 -16.93601035
 -17.20642853 -17.22864206 -17.19913698 -17.20342938 -16.88386972
 -16.4448047  -16.44798813 -16.43924378 -16.45339883 -16.45675874]"
0,2,2,3,3,-0.01,-0.01,"[0.0010588  0.00109681 0.00109684 0.00107541 0.00922249 0.0062564
 0.00200633 0.00625761 0.00614947 0.05260638 0.00117536 0.00279776
 0.00286919 0.00290317 0.02441146 0.00117579 0.00283402 0.00297096
 0.00297203 0.02498271 0.07237956 0.17248209 0.17895076 0.17780598
 0.24246258]","[0.00415827 0.00422052 0.00421979 0.00419982 0.01879879 0.00616284
 0.00601677 0.0061619  0.00606182 0.02744975 0.00423228 0.00421454
 0.00421043 0.00423772 0.0188759  0.00607948 0.0059946  0.00609121
 0.00606541 0.02713122 0.16443002 0.16375565 0.16467415 0.16377143
 0.16878568]","[-19.14585752 -19.13868871 -19.13868459 -19.14237364 -18.60342612
 -18.74249917 -19.02333492 -18.74245396 -18.74541476 -18.20723612
 -19.15422698 -18.94041409 -18.9344304  -18.93273865 -18.39747264
 -19.15319839 -18.93607761 -18.92615967 -18.92608299 -18.39088128
 -18.06797908 -17.85391079 -17.8462505  -17.84691696 -17.76884535]","[-16.79524633 -16.79252896 -16.79250591 -16.79332097 -16.41316456
 -16.78590189 -16.79051682 -16.78584835 -16.78893472 -16.40654083
 -16.79197701 -16.79270727 -16.79284503 -16.79180837 -16.41243715
 -16.78855571 -16.79122373 -16.78826576 -16.78888321 -16.40890012
 -15.89223611 -15.89294699 -15.89197157 -15.89291708 -15.88454644]"
0,2,3,4,1,-0.01,-0.01,"[0.00294513 0.00326676 0.00327205 0.00094627 0.02876229 0.00608965
 0.00432294 0.00610203 0.0034996  0.05361662 0.00065014 0.00074679
 0.00053343 0.00079441 0.00699436 0.00072683 0.00164041 0.00185536
 0.0018561  0.01633601 0.13850156 0.17014345 0.18269885 0.1092572
 0.25444174]","[0.00180379 0.00181285 0.00181286 0.00181099 0.01572275 0.00257106
 0.0025545  0.00257109 0.00256605 0.02229869 0.00181518 0.0018112
 0.00181443 0.00181575 0.0157471  0.0025681  0.00256016 0.00256899
 0.00256908 0.02228082 0.16525528 0.16489106 0.16531384 0.16513146
 0.22833292]","[-18.66448322 -18.64193296 -18.64157445 -18.94780501 -18.09661098
 -18.48860722 -18.57038346 -18.48815148 -18.62138794 -17.94328393
 -18.96202399 -18.92807732 -19.0093371  -18.91511993 -18.36979923
 -19.00072858 -18.7981593  -18.77076432 -18.77067938 -18.2254361
 -17.6590209  -17.60821121 -17.59304462 -17.71620841 -17.50930643]","[-17.38739106 -17.38656643 -17.38656557 -17.38669766 -16.84441893
 -17.38600934 -17.38712515 -17.38600803 -17.38628388 -16.84386221
 -17.38635995 -17.38671023 -17.38640656 -17.38632428 -16.8441895
 -17.38620985 -17.38671418 -17.38616709 -17.38616215 -16.84401937
 -16.29141518 -16.29176624 -16.29137337 -16.29151146 -16.20952576]"
0,2,4,3,0,-0.01,-0.01,"[0.00572861 0.0058755  0.00576526 0.00534594 0.02778143 0.00627654
 0.00599405 0.00620991 0.00571263 0.02967675 0.00340144 0.0034529
 0.00310531 0.00351278 0.01660928 0.00594709 0.00608509 0.00628882
 0.00549    0.02973508 0.15992729 0.16219345 0.16377529 0.15267336
 0.1734362 ]","[0.00177334 0.00177487 0.00177478 0.00177047 0.01574467 0.00251024
 0.00251029 0.00251008 0.00250111 0.02226884 0.00177409 0.001772
 0.00177006 0.00177407 0.01573831 0.00250817 0.00250242 0.00250815
 0.00250598 0.02224987 0.16477972 0.16457527 0.16477028 0.16436448
 0.23126845]","[-18.90341035 -18.89869835 -18.90272686 -18.91905581 -18.50532713
 -18.88441671 -18.89392102 -18.88650555 -18.90469458 -18.4910533
 -18.94220656 -18.93876964 -18.96253005 -18.93563235 -18.54226705
 -18.89509972 -18.88975061 -18.88334537 -18.9134061  -18.48997977
 -18.00141413 -17.9982037  -17.99652958 -18.01177184 -17.98161839]","[-19.33832451 -19.33821621 -19.33821539 -19.33860032 -18.79134171
 -19.3381372  -19.33813452 -19.33813808 -19.33872316 -18.79125356
 -19.33827368 -19.33843304 -19.33861248 -19.33827454 -18.79138856
 -19.33827807 -19.33862195 -19.33827927 -19.33839049 -18.79140028
 -18.2399752  -18.24014089 -18.23997287 -18.24036267 -18.15452792]"
0,2,5,4,4,-0.01,-0.01,"[0.00247837 0.00249234 0.00249258 0.00242163 0.0221844  0.00250524
 0.00248738 0.00250551 0.00246342 0.02229925 0.00173204 0.00173328
 0.00172499 0.00174008 0.01548857 0.00241979 0.00244934 0.00246907
 0.00246917 0.02197725 0.16282154 0.1629804  0.16367903 0.16167635
 0.23030898]","[0.00237561 0.00237566 0.00237004 0.00224246 0.02123077 0.00266678
 0.0023838  0.0026597  0.00255869 0.02383181 0.00161374 0.00174314
 0.00168189 0.00174371 0.0155829  0.00224673 0.00248329 0.00248421
 0.0024438  0.02220066 0.15376519 0.16630557 0.1660351  0.16003859
 0.23493617]","[-19.41874403 -19.41783113 -19.41781549 -19.42350136 -18.87026919
 -19.41682358 -19.4180305  -19.4168058  -19.41995702 -18.86926168
 -19.42145571 -19.42132824 -19.42223564 -19.42071147 -18.87314876
 -19.42340882 -19.42091509 -19.41951462 -19.41950855 -18.87195277
 -18.32081686 -18.32063726 -18.31996307 -18.32219561 -18.23396509]","[-19.39779335 -19.39778935 -19.39815578 -19.40939764 -18.84945423
 -19.37496368 -19.3986074  -19.37534622 -19.38293614 -18.82663421
 -19.40720004 -19.39128233 -19.39801995 -19.39122531 -18.84289454
 -19.40988036 -19.3889464  -19.3888806  -19.39173339 -18.84054762
 -18.3043224  -18.28820851 -18.2884076  -18.29560261 -18.2013656 ]"
0,2,6,1,1,-0.01,-0.01,"[0.00551469 0.00552287 0.00551918 0.00547681 0.0261898  0.00552689
 0.00551748 0.00552449 0.00548091 0.02620886 0.00388023 0.0038812
 0.0038581  0.00388499 0.01842285 0.00548986 0.00549107 0.00550174
 0.00548178 0.02608955 0.16276071 0.16278374 0.16289357 0.16177663
 0.171322  ]","[0.00393626 0.00394161 0.00394131 0.0039385  0.0187188  0.00557686
 0.00557153 0.00557626 0.00556989 0.02648466 0.00394199 0.0039376
 0.00393913 0.00394244 0.01872274 0.00557733 0.0055687  0.00557818
 0.00557528 0.0264909  0.16502373 0.16483797 0.16503043 0.16490965
 0.17366824]","[-19.00684882 -19.00665946 -19.00674814 -19.00813484 -18.61267915
 -19.00653934 -19.00676433 -19.00658399 -19.00800992 -18.61255901
 -19.00777377 -19.00773348 -19.00880106 -19.00761366 -18.61363362
 -19.00757965 -19.00754456 -19.00727008 -19.00783967 -18.61329044
 -18.09116948 -18.09114814 -18.09105776 -18.09229104 -18.07737982]","[-19.00871645 -19.00853048 -19.00853694 -19.008632   -18.61424485
 -19.00844654 -19.0085709  -19.00845634 -19.00861673 -18.61416077
 -19.00851121 -19.00867245 -19.00860423 -19.00850028 -18.61421461
 -19.00842711 -19.00865659 -19.00841155 -19.00847054 -18.61412608
 -18.09222297 -18.09238538 -18.09221818 -18.09231506 -18.07836651]"
0,2,7,2,3,-0.01,-0.01,"[0.00088307 0.00153484 0.00152615 0.00141591 0.01369325 0.00090573
 0.00090587 0.00089777 0.00083445 0.00808119 0.00194732 0.00092817
 0.00176612 0.00194488 0.01735145 0.00276401 0.0013223  0.00275998
 0.00256253 0.02462363 0.18990973 0.09069212 0.18853031 0.17480996
 0.26740927]","[0.00176147 0.00176194 0.00176187 0.00176117 0.01574009 0.00249168
 0.00249171 0.00249156 0.00248996 0.02225915 0.00176181 0.00176118
 0.00176092 0.0017618  0.01573886 0.00249187 0.00249032 0.00249186
 0.00249094 0.02226073 0.16448628 0.16442432 0.16447785 0.16441152
 0.23217915]","[-19.34910287 -19.22234544 -19.22335723 -19.23900772 -18.67433185
 -19.31673635 -19.31671031 -19.31850871 -19.33398935 -18.76870665
 -19.14931026 -19.32188657 -19.16938085 -19.14956069 -18.60154733
 -19.14747204 -19.31930998 -19.14776399 -19.16298412 -18.59974994
 -18.04145892 -18.21349438 -18.04278592 -18.05854847 -17.95529221]","[-19.42683782 -19.42680933 -19.42681275 -19.42686241 -18.87853973
 -19.42679747 -19.42679605 -19.42680191 -19.42688644 -18.87852787
 -19.42681335 -19.42685455 -19.42687347 -19.42681359 -18.878544
 -19.42679138 -19.42686852 -19.42679171 -19.42683442 -18.8785221
 -18.32776265 -18.32780535 -18.32776694 -18.32781713 -18.24108583]"
0,2,8,3,3,-0.01,-0.01,"[0.00243684 0.00244227 0.00243684 0.00244229 0.02187577 0.00244092
 0.00243708 0.00243581 0.00244093 0.02186362 0.00243512 0.00243427
 0.00243972 0.00243968 0.02185255 0.002442   0.00244091 0.00244488
 0.00243998 0.02189917 0.16124601 0.16117327 0.16119876 0.16142932
 0.22843199]","[0.00175434 0.00175682 0.00175682 0.00175658 0.01574543 0.00248284
 0.00248189 0.00248284 0.00248209 0.0222524  0.00175766 0.00175472
 0.00175751 0.00175766 0.01575286 0.00248591 0.00248128 0.00248593
 0.00248596 0.02228008 0.16439497 0.16411949 0.16439406 0.16437299
 0.23276687]","[-19.42774282 -19.42740622 -19.42773234 -19.42740531 -18.87863658
 -19.42749369 -19.42771866 -19.42779841 -19.42749293 -18.87872414
 -19.42783543 -19.42789527 -19.42755834 -19.42756002 -18.87879051
 -19.42744997 -19.4275233  -19.42728948 -19.42757971 -18.87851978
 -18.32843616 -18.32851045 -18.32847766 -18.32828066 -18.24106806]","[-19.26572038 -19.26551737 -19.26551725 -19.26552909 -18.7166387
 -19.26559737 -19.26564183 -19.26559719 -19.26563041 -18.71671754
 -19.26544298 -19.26569671 -19.26545211 -19.26544691 -18.71656941
 -19.26541778 -19.26570202 -19.26542104 -19.2654197  -18.71654138
 -18.16620074 -18.16645484 -18.16620653 -18.166214   -18.07886565]"
0,2,9,0,2,0.2,-0.01,"[0.00245154 0.00246319 0.00246324 0.00245287 0.02210453 0.00246161
 0.00245209 0.00246166 0.00245223 0.02209026 0.00173419 0.00173313
 0.00173591 0.00173885 0.01560425 0.00244883 0.00244827 0.00245988
 0.00245992 0.0220748  0.16254997 0.16245267 0.16300274 0.16260764
 0.23109575]","[0.00175369 0.00175475 0.00175475 0.0017545  0.01575141 0.00248119
 0.00248052 0.0024812  0.00248055 0.02227229 0.00175503 0.00175394
 0.0017549  0.00175507 0.01575429 0.00248204 0.00248019 0.00248211
 0.00248213 0.02228049 0.16429198 0.16418915 0.16429642 0.16427223
 0.23300518]","[-19.42776675 -19.42698337 -19.4269808  -19.4276526  -18.87787173
 -19.4270933  -19.42771461 -19.42709066 -19.42769438 -18.87798253
 -19.42779327 -19.42790297 -19.42761578 -19.42737933 -18.87826865
 -19.42793427 -19.42797797 -19.42719569 -19.42719335 -18.87808402
 -18.328242   -18.32835028 -18.32781466 -18.32817146 -18.24019845]","[-19.423513   -19.4234368  -19.4234367  -19.42345017 -18.87427565
 -19.42345245 -19.42348261 -19.4234523  -19.42348022 -18.87429131
 -19.42341586 -19.42349921 -19.423423   -19.42341494 -18.8742538
 -19.4234042  -19.42350464 -19.42340231 -19.42340137 -18.87424132
 -18.32410029 -18.3241837  -18.32409894 -18.32411192 -18.23641576]"
0,2,10,1,1,-0.01,-0.01,"[0.00248425 0.0024842  0.00248435 0.00246101 0.02231451 0.00175604
 0.00175485 0.0017562  0.00174143 0.01577363 0.00175023 0.00175206
 0.00174007 0.00175205 0.01573791 0.00246607 0.00247067 0.00247065
 0.00246704 0.02219284 0.1643756  0.16454847 0.16456006 0.16317284
 0.23353299]","[0.00173744 0.00173788 0.00173412 0.00173788 0.01561253 0.00245803
 0.00245776 0.00245206 0.00245803 0.02208214 0.00245364 0.00245254
 0.00245371 0.00245369 0.02204359 0.00246083 0.00246024 0.00246089
 0.00245322 0.02210752 0.1627668  0.16272538 0.16241996 0.16277098
 0.23104913]","[-19.40130907 -19.40131168 -19.40128185 -19.40300608 -18.85202949
 -19.40144241 -19.40151805 -19.40141107 -19.40294568 -18.85216319
 -19.4019886  -19.40185506 -19.4030464  -19.40185584 -18.85257363
 -19.40248727 -19.40221802 -19.4022191  -19.40242596 -18.85293675
 -18.3021341  -18.30200504 -18.30197428 -18.30351196 -18.21416869]","[-19.10986995 -19.10984636 -19.11018044 -19.1098461  -18.56054485
 -19.10981857 -19.10982496 -19.11019442 -19.10981835 -18.56051703
 -19.11006947 -19.11012507 -19.11006738 -19.11006816 -18.56076217
 -19.1096416  -19.10966534 -19.1096406  -19.11014118 -18.56034295
 -18.01049769 -18.01052506 -18.01082608 -18.01049564 -17.92262541]"
0,2,11,0,4,0.2,-0.01,"[0.00216019 0.00364711 0.00364441 0.00360789 0.03277927 0.00221989
 0.00221999 0.00221812 0.00215448 0.01995326 0.00180069 0.0012296
 0.00178848 0.00180157 0.01619312 0.00266444 0.00175849 0.00266605
 0.00265733 0.02396215 0.17048434 0.11642446 0.17047521 0.16922281
 0.24226663]","[0.00191141 0.00190729 0.00187635 0.00069218 0.01714494 0.00276896
 0.00276987 0.00271134 0.00099221 0.02489185 0.00637863 0.0063539
 0.00181808 0.00637844 0.0573351  0.00077627 0.0007712  0.00077624
 0.00076961 0.00697756 0.17910864 0.17931673 0.1761746  0.06500665
 0.25439194]","[-18.00414847 -17.87891661 -17.87897945 -17.88059459 -17.32954036
 -17.99994652 -17.99993909 -18.00003928 -18.00592621 -17.45055118
 -17.95182463 -18.04191354 -17.95262405 -17.95172032 -17.40232852
 -17.94231099 -18.04043688 -17.94218314 -17.94243307 -17.39280286
 -16.85048323 -16.94052142 -16.85041239 -16.85149016 -16.76237884]","[-18.87867449 -18.87945074 -18.88284213 -19.12880357 -18.33004044
 -18.87299799 -18.87292572 -18.87736037 -19.12544299 -18.32357436
 -18.65841326 -18.65878924 -18.96943977 -18.65841719 -18.1090126
 -19.13780778 -19.13891087 -19.13781283 -19.13933691 -18.58841002
 -17.77965463 -17.77901216 -17.78307046 -18.02897826 -17.69165645]"
0,2,12,3,1,0.2,-0.01,"[0.00247623 0.00247619 0.00247536 0.00246017 0.0222625  0.00175205
 0.00174663 0.00175156 0.00174397 0.01575199 0.00174385 0.00175144
 0.00174306 0.00175141 0.01574626 0.00246275 0.00247837 0.00247831
 0.00247138 0.0222816  0.16377701 0.16451146 0.16445575 0.16373385
 0.23371684]","[0.00390041 0.00391525 0.00390496 0.00366022 0.01863579 0.00556825
 0.00556503 0.005546   0.00516593 0.02650464 0.00578125 0.0057462
 0.00524855 0.00578217 0.02752362 0.00534082 0.0052874  0.00534164
 0.00532866 0.02542594 0.16476764 0.16399125 0.16434403 0.15402118
 0.17370318]","[-19.37950104 -19.37950327 -19.37954284 -19.38061895 -18.83006568
 -19.37956999 -19.38005148 -19.37959927 -19.38033603 -18.83013284
 -19.38028962 -19.37957746 -19.38035548 -19.37958014 -18.83014298
 -19.38045075 -19.37937985 -19.37938336 -19.37981119 -18.82994579
 -18.28053862 -18.27981222 -18.27984937 -18.28059439 -18.19176458]","[-17.59888654 -17.59838194 -17.59879592 -17.61282236 -17.20365313
 -17.59696563 -17.59694575 -17.59761809 -17.61307289 -17.20222828
 -17.58887244 -17.5898207  -17.61007457 -17.58887654 -17.19413277
 -17.60517048 -17.60699431 -17.60517322 -17.60552274 -17.21043609
 -16.6811917  -16.68191552 -16.68161673 -16.69566765 -16.6669346 ]"
