seed,episode,stepaif1_action,aif2_action,aif1_reward,aif2_reward,aif1_q_pi,aif2_q_pi,aif1_G,aif2_G
0,0,10,1,1,0.2,-0.01,"[0.00322604 0.00486357 0.00484521 0.00485884 0.01212484 0.00740689
 0.00724474 0.00723865 0.00739635 0.01846664 0.01012943 0.00575684
 0.01001993 0.01004981 0.02505516 0.00681127 0.00397674 0.00675487
 0.00672212 0.01684053 0.194453   0.11358889 0.19193443 0.19269084
 0.12754439]","[0.00853515 0.00854096 0.0085415  0.00851241 0.02130989 0.0085372
 0.0085354  0.00853776 0.00850721 0.02130076 0.00602948 0.00602761
 0.0060161  0.00603024 0.01504589 0.00851477 0.00851065 0.00851771
 0.00851544 0.02125221 0.17059381 0.17054172 0.1706275  0.17009987
 0.11281876]","[-18.81307158 -18.71600814 -18.71622938 -18.71613466 -18.48124643
 -18.72790454 -18.73215066 -18.73230598 -18.72810128 -18.49312657
 -18.63926446 -18.77493913 -18.64157483 -18.6414423  -18.40667072
 -18.6498749  -18.77905319 -18.65206942 -18.65239473 -18.41729826
 -17.89700634 -18.02606883 -17.89958722 -17.89929343 -18.00109241]","[-18.54164973 -18.54156975 -18.54155315 -18.54210581 -18.30663122
 -18.54162181 -18.54163733 -18.54160523 -18.54218941 -18.30668086
 -18.54182709 -18.54186801 -18.54217933 -18.54182076 -18.30687754
 -18.54200162 -18.54207124 -18.54196403 -18.54199003 -18.30702167
 -17.79056964 -17.79060836 -17.79054735 -17.79104572 -17.89247472]"
0,0,11,1,1,0.2,-0.01,"[0.00317754 0.00318443 0.00317382 0.00318357 0.00997117 0.00450399
 0.00450392 0.00448067 0.00450252 0.01410261 0.00450678 0.00448448
 0.00449521 0.00450667 0.0141114  0.00318337 0.00317387 0.00318331
 0.00317157 0.00996771 0.19290403 0.19229451 0.19223834 0.19283913
 0.12015537]","[0.00319063 0.00319105 0.00319103 0.00318791 0.0099571  0.00451279
 0.00451268 0.00451272 0.0045076  0.0140813  0.00319023 0.00318964
 0.00318749 0.00319023 0.00995455 0.00451001 0.00450852 0.00451
 0.00450874 0.01407275 0.192681   0.19264215 0.19267869 0.19249152
 0.11983967]","[-18.79964263 -18.79932812 -18.79985896 -18.79935846 -18.50736946
 -18.79915632 -18.79916123 -18.80002351 -18.79919689 -18.50720469
 -18.7990862  -18.79989623 -18.79947521 -18.79908945 -18.50713035
 -18.79933894 -18.79980038 -18.79934121 -18.79992158 -18.50738118
 -17.92159681 -17.92208271 -17.9221442  -17.92163559 -18.03870258]","[-18.88526713 -18.8852538  -18.88525199 -18.88539074 -18.59423543
 -18.88524662 -18.8852531  -18.8852457  -18.88540912 -18.59422876
 -18.88528809 -18.88530822 -18.88540365 -18.88528813 -18.59426982
 -18.88532982 -18.8853691  -18.88533001 -18.88536364 -18.59431012
 -18.0074106  -18.0074323  -18.00740962 -18.0075466  -18.1249259 ]"
0,0,12,4,4,-0.01,-0.01,"[0.00388864 0.00389185 0.00388719 0.00389142 0.01692485 0.00550356
 0.00550374 0.00549305 0.0055028  0.02393363 0.00550566 0.00549526
 0.00549972 0.0055056  0.02394265 0.0038913  0.0038869  0.00389127
 0.00388582 0.01692221 0.17813649 0.17792796 0.17791574 0.17811226
 0.13106043]","[0.0038855  0.00388769 0.00388738 0.00387869 0.01689201 0.00549835
 0.00549853 0.0054977  0.00548242 0.02389045 0.00388549 0.0038824
 0.00387697 0.00388547 0.01688239 0.00549311 0.00548575 0.00549307
 0.0054875  0.02386763 0.17825909 0.17811138 0.17824037 0.1778416
 0.13100907]","[-18.51015685 -18.51005273 -18.51021855 -18.51006268 -18.13810089
 -18.51000877 -18.5100037  -18.51029095 -18.51002398 -18.13805956
 -18.509963   -18.51023628 -18.5101074  -18.50996413 -18.13801333
 -18.51005451 -18.51020867 -18.51005528 -18.51024848 -18.13810556
 -17.69656659 -17.69672319 -17.69673772 -17.69657901 -17.77126098]","[-19.2186112  -19.2185448  -19.21854917 -19.21890288 -18.84681557
 -19.21849071 -19.21848548 -19.21850134 -19.21894729 -18.84676006
 -19.2186229  -19.21872503 -19.21895123 -19.21862344 -18.84689374
 -19.21864362 -19.21882925 -19.21864446 -19.21878108 -18.84691292
 -18.40463132 -18.40473604 -18.40463905 -18.40499226 -18.47958471]"
0,0,13,4,3,-0.01,-0.01,"[0.00650015 0.00654585 0.00654404 0.00654543 0.01737402 0.00922457
 0.00921774 0.00921661 0.00922369 0.02448359 0.00929308 0.00919865
 0.0092885  0.00929097 0.02466021 0.00656451 0.00650331 0.00656312
 0.00656103 0.01741971 0.16715892 0.16559796 0.16708029 0.16711163
 0.1228324 ]","[0.00615594 0.00648329 0.00648234 0.00648263 0.01717236 0.00902142
 0.00900976 0.00901972 0.0089958  0.02389538 0.00666357 0.00619205
 0.00665102 0.00665046 0.01761517 0.0094721  0.00876001 0.00944946
 0.00945119 0.0250289  0.16988856 0.15786372 0.16953079 0.1695521
 0.12451227]","[-18.98405898 -18.98283206 -18.98285068 -18.98283677 -18.73160289
 -18.98329273 -18.9833857  -18.98340414 -18.98330156 -18.73206669
 -18.98208313 -18.98395421 -18.98215214 -18.98213823 -18.73090841
 -18.98227396 -18.98398602 -18.982321   -18.9823386  -18.73109408
 -18.29448501 -18.29619936 -18.2945467  -18.29453881 -18.3704265 ]","[-19.00316231 -18.99225702 -18.99227105 -18.99217413 -18.74150936
 -18.99465742 -18.99483176 -18.99467593 -18.99509428 -18.74390772
 -18.98624928 -19.00207342 -18.98652123 -18.98666491 -18.73591719
 -18.98512715 -19.00198168 -18.98564208 -18.98551913 -18.73489468
 -18.29816642 -18.31399055 -18.29859484 -18.29846925 -18.37467891]"
0,0,14,0,3,-0.01,-0.01,"[0.00654388 0.00655473 0.00655315 0.00655448 0.01752267 0.00926376
 0.00926023 0.00925929 0.00926329 0.02476474 0.00927812 0.00925673
 0.00927601 0.00927823 0.0248034  0.00655807 0.00654488 0.00655802
 0.00655616 0.01753149 0.16659432 0.16625882 0.16655514 0.16658666
 0.12282372]","[0.00404185 0.00406739 0.0040674  0.00406654 0.01881573 0.00573207
 0.0057282  0.0057321  0.00572824 0.02651665 0.00407792 0.00404388
 0.00407667 0.00407706 0.01886046 0.00576951 0.00571764 0.0057682
 0.0057684  0.02668361 0.17424749 0.17279229 0.1742122  0.17417622
 0.13523227]","[-19.0075627  -19.00732176 -19.00734511 -19.00732424 -18.75444043
 -19.00739693 -19.00743895 -19.00745364 -19.00740036 -18.75451538
 -19.00716883 -19.00752819 -19.0071947  -19.00717342 -18.75429216
 -19.00723264 -19.00754453 -19.00723892 -19.00726457 -18.75435741
 -18.32027125 -18.32058267 -18.32029764 -18.32027996 -18.39544729]","[-19.25326827 -19.25217421 -19.25217395 -19.25218568 -18.86609671
 -19.25263521 -19.25272085 -19.2526348  -19.25271781 -18.86655668
 -19.25168487 -19.25320151 -19.25172615 -19.25173005 -18.86565234
 -19.25157455 -19.25321276 -19.25162545 -19.25162046 -18.86554839
 -18.45599821 -18.45751534 -18.45604304 -18.45605128 -18.51822035]"
0,0,15,4,0,-0.01,-0.01,"[0.00570917 0.00570903 0.00570717 0.00570888 0.02626018 0.00571446
 0.00570918 0.00571338 0.00571427 0.02628511 0.00570736 0.00571224
 0.00571111 0.0057121  0.02627427 0.0040359  0.00403858 0.00403849
 0.00403764 0.01857612 0.17113124 0.17124472 0.17121246 0.17123845
 0.13309849]","[0.00406732 0.00407388 0.00407389 0.00407287 0.01929971 0.00575711
 0.00575469 0.00575712 0.00575438 0.02727395 0.00407601 0.0040682
 0.00407533 0.004076   0.01930974 0.00576476 0.00575222 0.00576482
 0.00576493 0.02731044 0.17310205 0.17276979 0.17310304 0.1730593
 0.13611846]","[-19.25205683 -19.25206031 -19.25209742 -19.25206255 -18.86710191
 -19.25194389 -19.25206849 -19.2519622  -19.25194648 -18.86698574
 -19.25210214 -19.25198957 -19.25201001 -19.25199335 -18.86703509
 -19.2520986  -19.25201288 -19.25201606 -19.25203684 -18.86705738
 -18.45789882 -18.457813   -18.45783253 -18.45781694 -18.51971956]","[-19.12624798 -19.12601377 -19.12601359 -19.12603863 -18.73507253
 -19.12609994 -19.12614943 -19.12609966 -19.12615569 -18.7351583
 -19.12593071 -19.12622579 -19.12594922 -19.12593533 -18.7349944
 -19.12590099 -19.12623813 -19.12590432 -19.12590182 -18.73496311
 -18.33275441 -18.33304982 -18.3327583  -18.33278257 -18.3921261 ]"
0,0,16,3,0,-0.01,0.2,"[0.00336747 0.01941264 0.01908579 0.01938363 0.05389439 0.00046636
 0.00045932 0.00045898 0.00046551 0.0012948  0.01095086 0.00228365
 0.01113559 0.01124576 0.03122439 0.00755145 0.00157846 0.00769618
 0.00761391 0.02136926 0.19215802 0.04021987 0.19426516 0.19563337
 0.1467852 ]","[0.00568148 0.00568138 0.0056819  0.00566132 0.02715682 0.0056859
 0.00568097 0.00568624 0.00566816 0.02717852 0.00401217 0.00401457
 0.00400496 0.00401452 0.01918937 0.00566421 0.00566962 0.00566956
 0.0056681  0.02710042 0.17021979 0.17032197 0.17033129 0.16979245
 0.13456431]","[-17.7768466  -17.33891574 -17.3418868  -17.33913956 -17.07747788
 -18.22292214 -18.22571994 -18.22586158 -18.22320684 -17.96147719
 -17.52401513 -17.91651683 -17.51992242 -17.51844771 -17.25698716
 -17.53094022 -17.92254772 -17.52695952 -17.52849331 -17.26549402
 -16.84557084 -17.23689591 -16.84270082 -16.84174243 -16.91302365]","[-18.64390011 -18.64390226 -18.64388227 -18.64447612 -18.25123979
 -18.64382428 -18.64393368 -18.64381097 -18.64432547 -18.25116083
 -18.64412819 -18.64405577 -18.64442489 -18.6440576  -18.25139363
 -18.64434636 -18.64421984 -18.64422133 -18.64424867 -18.25155778
 -17.85168211 -17.85161077 -17.85159877 -17.85211141 -17.91001065]"
0,0,17,3,1,-0.01,0.2,"[0.00520764 0.00621736 0.00621804 0.00620119 0.02903054 0.00539887
 0.00537695 0.00539894 0.00537099 0.02520729 0.00574606 0.00509629
 0.00576277 0.00577353 0.02695789 0.00574369 0.00507109 0.00578472
 0.00578541 0.0270099  0.17119953 0.1518313  0.17201465 0.17187588
 0.13471949]","[2.09851115e-04 2.09826674e-04 2.09747949e-04 1.91119750e-04
 1.00808426e-03 2.48201909e-03 5.68914158e-04 2.48128772e-03
 2.36615596e-03 1.19301591e-02 9.58454070e-04 5.12810481e-03
 4.84122091e-03 5.12318044e-03 2.46199825e-02 1.35424685e-03
 7.51180125e-03 7.50512553e-03 7.37376743e-03 3.60640183e-02
 4.21536733e-02 2.24328359e-01 2.24062075e-01 2.09829884e-01
 1.77488941e-01]","[-18.17766557 -18.13737915 -18.13735749 -18.13760979 -17.74929064
 -18.16861885 -18.16927702 -18.16861678 -18.16946217 -17.78054419
 -18.15493076 -18.18195347 -18.15422794 -18.15411489 -17.76602917
 -18.15454464 -18.18268339 -18.15328667 -18.15326486 -17.76520284
 -17.36266325 -17.38969937 -17.36184401 -17.3617943  -17.4220837 ]","[-17.05833856 -17.05835933 -17.0582957  -17.07869717 -16.66476298
 -16.49205066 -16.85939253 -16.4919899  -16.501658   -16.0983484
 -16.68301689 -16.26376077 -16.27541403 -16.26398789 -15.87032857
 -16.67980574 -16.25159357 -16.25180727 -16.25495254 -15.8581647
 -15.88296286 -15.46502358 -15.46516287 -15.47897913 -15.52318094]"
0,0,18,1,2,-0.01,-0.01,"[0.00735634 0.0108075  0.01083051 0.00367156 0.05139184 0.00790665
 0.00739854 0.00791824 0.00196678 0.03759645 0.00179565 0.0015148
 0.00078405 0.00187636 0.00892338 0.00130467 0.00081998 0.00140661
 0.00140708 0.00668844 0.20551207 0.16081076 0.21632668 0.07367042
 0.17031463]","[0.00085723 0.00273863 0.00263192 0.00169721 0.01317261 0.00067963
 0.00067936 0.00064282 0.0004077  0.00326913 0.00459097 0.00110546
 0.00291385 0.00458122 0.02203615 0.00567353 0.00134145 0.00566085
 0.00456254 0.02723287 0.24615174 0.06111271 0.23617733 0.15544121
 0.19464186]","[-18.12939985 -18.03653322 -18.03605324 -18.30330255 -17.64483096
 -18.10186101 -18.11568956 -18.10153252 -18.44698735 -17.71016787
 -18.41205478 -18.45355472 -18.61723351 -18.403298   -18.01157454
 -18.4921024  -18.60536349 -18.4759712  -18.47590268 -18.08428043
 -17.3578567  -17.41824203 -17.3474825  -17.61373056 -17.40664441]","[-16.48532473 -16.20094864 -16.20975684 -16.31275107 -15.80714168
 -16.49537543 -16.49545637 -16.50816028 -16.61530127 -16.10155577
 -16.02225342 -16.37392803 -16.12688548 -16.02272057 -15.62890414
 -16.04704585 -16.40321585 -16.04753693 -16.09554993 -15.65369048
 -15.17693414 -15.52096144 -15.18608467 -15.28402183 -15.23522863]"
0,0,19,1,1,-0.01,-0.01,"[0.00407056 0.00410691 0.00404705 0.00379038 0.01966068 0.00596894
 0.00597019 0.00586449 0.00542594 0.02857453 0.00369765 0.00364334
 0.00298888 0.00369729 0.01769972 0.00658462 0.00639787 0.00658373
 0.00487371 0.03151853 0.17612632 0.1734594  0.17347329 0.16244783
 0.13932813]","[0.00533381 0.00582639 0.00575661 0.00582658 0.02805404 0.00391861
 0.00366961 0.00389663 0.00391882 0.01886792 0.0055359  0.00571799
 0.00574522 0.00574468 0.02766025 0.00560026 0.00574868 0.00577399
 0.00571956 0.02780214 0.16613569 0.17052253 0.17020609 0.17124271
 0.13577529]","[-17.54431019 -17.54299363 -17.54608327 -17.56030153 -17.15003546
 -17.53608018 -17.53603933 -17.53990414 -17.55680178 -17.1431228
 -17.56442206 -17.56701784 -17.61270846 -17.56443772 -17.17147985
 -17.51512891 -17.52058474 -17.51515155 -17.58520869 -17.12218733
 -16.74842278 -16.75100301 -16.75160002 -16.76584319 -16.80657423]","[-17.5082385  -17.48901492 -17.49107671 -17.48900807 -17.09502077
 -17.50046358 -17.514313   -17.50132357 -17.50045369 -17.10647124
 -17.50002293 -17.493404   -17.49251102 -17.49252741 -17.09853567
 -17.49841081 -17.49308605 -17.49230586 -17.49384319 -17.09830763
 -16.70855891 -16.70325001 -16.70339034 -16.7024972  -16.76021525]"
0,0,20,3,4,-0.01,-0.01,"[0.00405134 0.00408016 0.00406354 0.00395981 0.01959953 0.00582618
 0.00582676 0.00579726 0.00560293 0.02798632 0.00398105 0.00393966
 0.0037217  0.0039808  0.01912195 0.00594232 0.00582782 0.00594177
 0.00542168 0.02854188 0.17417625 0.17225831 0.17340805 0.16896159
 0.13798135]","[0.00596574 0.0072718  0.0069397  0.00341418 0.03505204 0.00663968
 0.0066416  0.00616697 0.00265987 0.03200412 0.01340701 0.01081808
 0.00509228 0.01341124 0.06464445 0.0032815  0.00253492 0.00328294
 0.00313213 0.01582356 0.18395401 0.15981735 0.17612483 0.0859801
 0.1459399 ]","[-17.31177184 -17.31065305 -17.3113832  -17.31664764 -16.91707409
 -17.30783381 -17.30781619 -17.30878076 -17.31578794 -16.91425861
 -17.31560234 -17.31742211 -17.32981704 -17.31561231 -16.92203664
 -17.30325729 -17.30685978 -17.30327201 -17.32323427 -16.90969421
 -16.51725956 -16.51914552 -16.51804649 -16.52333092 -16.57513682]","[-18.75826078 -18.7131353  -18.72286471 -18.89697023 -18.31894666
 -18.73121287 -18.7311519  -18.74704822 -18.9543649  -18.33703116
 -18.56942315 -18.61830895 -18.80702507 -18.56936293 -18.17517799
 -18.89256058 -18.95177001 -18.8924709  -18.90210008 -18.49829835
 -17.96096224 -17.99234376 -17.96997556 -18.1459665  -18.01857717]"
0,0,21,3,3,-0.01,-0.01,"[0.00396877 0.00406074 0.00406092 0.00402661 0.01954064 0.00572048
 0.00569267 0.00572082 0.00562657 0.02752773 0.004087   0.00397413
 0.00406129 0.00408595 0.01966183 0.00579567 0.00558457 0.00579479
 0.00579506 0.02788517 0.17396721 0.16911773 0.17394302 0.17240096
 0.13789967]","[0.00868009 0.00955966 0.00897863 0.00664991 0.02720015 0.01285255
 0.00961739 0.01204153 0.01012973 0.03656974 0.00996925 0.01148712
 0.01061046 0.01259673 0.0358416  0.00628931 0.00852131 0.00985231
 0.00938988 0.02803323 0.1344797  0.15429453 0.1577827  0.14443149
 0.12414099]","[-19.17884138 -19.17440513 -19.17439835 -19.17586763 -18.78051564
 -19.17460733 -19.1753956  -19.17459825 -19.17770645 -18.78071556
 -19.17308711 -19.17872787 -19.17418086 -19.17319377 -18.77930644
 -19.17203131 -19.17961997 -19.17212393 -19.17211655 -18.77823373
 -18.38038337 -18.38607361 -18.38047681 -18.38200242 -18.43821401]","[-18.8304406  -18.80952408 -18.82253374 -18.89426399 -18.54284997
 -18.74411725 -18.8110191  -18.75758709 -18.79836078 -18.47744128
 -18.80194123 -18.7684755  -18.78716862 -18.74874945 -18.48207475
 -18.90711821 -18.83342145 -18.80129524 -18.81089356 -18.53461778
 -18.17989274 -18.14771153 -18.14265298 -18.16302593 -18.2043257 ]"
0,0,22,3,1,-0.01,-0.01,"[0.0040547  0.00407219 0.00407225 0.00406293 0.01961582 0.00575691
 0.00574716 0.00575701 0.00573214 0.02773111 0.00407518 0.00405652
 0.00406884 0.00407566 0.01963204 0.00576427 0.0057259  0.00576518
 0.00576529 0.02777101 0.17271505 0.17191    0.17273791 0.17232786
 0.13700707]","[0.00557783 0.00567727 0.00567755 0.00561807 0.02698569 0.00579421
 0.00555749 0.0057945  0.00573495 0.02754151 0.00393149 0.00399668
 0.00403243 0.00404777 0.01924    0.0055482  0.0056444  0.00574473
 0.00574508 0.02730619 0.16686956 0.16963523 0.17184699 0.17084974
 0.13560242]","[-17.7251503  -17.72445548 -17.72445375 -17.72479565 -17.33038688
 -17.7244275  -17.72466852 -17.72442512 -17.72512504 -17.33035896
 -17.72434068 -17.72512075 -17.72457049 -17.72433608 -17.33027369
 -17.72418013 -17.72534969 -17.72416955 -17.72416719 -17.33010056
 -16.93255798 -16.93335385 -16.93255625 -16.93290286 -16.9902094 ]","[-19.25520057 -19.25184169 -19.25183446 -19.2536851  -18.8602178
 -19.24776445 -19.25633653 -19.24775723 -19.24954233 -18.85614096
 -19.25661315 -19.25312197 -19.25133819 -19.25078226 -18.85916148
 -19.25668386 -19.25299054 -19.24965922 -19.24964958 -18.85803691
 -18.4638632  -18.46037409 -18.45799582 -18.45891364 -18.51665355]"
0,0,23,2,0,-0.01,0.2,"[0.0040674  0.0040734  0.00407342 0.00406965 0.01963329 0.00576108
 0.00575651 0.00576113 0.00575135 0.02776774 0.00407411 0.0040684
 0.00407164 0.00407443 0.01963818 0.00576157 0.00574917 0.00576213
 0.0057622  0.02777279 0.17251305 0.17227023 0.1725312  0.17236259
 0.13687334]","[0.00731417 0.02141667 0.02096976 0.01228308 0.10254892 0.00153976
 0.00154031 0.00151004 0.00065273 0.00737267 0.00280238 0.00109484
 0.00188839 0.00280617 0.01343742 0.0062815  0.00154683 0.00628877
 0.00575791 0.03011274 0.19600704 0.07869502 0.19412642 0.12666707
 0.1553394 ]","[-19.19306113 -19.19285589 -19.19285523 -19.19297662 -18.7986858
 -19.19281991 -19.19292072 -19.19281898 -19.19306187 -18.79864983
 -19.19283705 -19.19304424 -19.19291527 -19.19283148 -18.79866244
 -19.19279159 -19.19312325 -19.19278325 -19.19278186 -18.7986133
 -18.40125079 -18.40145774 -18.40124194 -18.40136901 -18.4588578 ]","[-18.25241699 -17.98708011 -17.99119225 -18.12258394 -17.59407836
 -18.56745555 -18.56737928 -18.57135814 -18.77686711 -18.17445873
 -18.44494523 -18.67555478 -18.53904206 -18.44463809 -18.0516261
 -18.3028607  -18.65031676 -18.30259823 -18.32143051 -17.90959474
 -17.53843488 -17.76213256 -17.5399789  -17.64366623 -17.59618447]"
0,0,24,2,1,0.2,-0.01,"[0.00401529 0.00401712 0.0039985  0.00401713 0.01936951 0.00568345
 0.00568212 0.00565317 0.00568344 0.0274044  0.00566166 0.00565639
 0.00566199 0.00566194 0.02730013 0.00569708 0.00569475 0.00569737
 0.00565924 0.02747115 0.17005531 0.16998591 0.16927134 0.17006388
 0.13493772]","[0.00579406 0.00579377 0.00579227 0.00558858 0.02783456 0.00408878
 0.00406107 0.00408852 0.00397446 0.0196425  0.0040243  0.00406345
 0.00396606 0.00406326 0.01952072 0.00563367 0.00572797 0.00572762
 0.00568927 0.02751579 0.17231591 0.17405183 0.17401765 0.16912312
 0.13790077]","[-17.74317293 -17.74312813 -17.74391137 -17.74312827 -17.34889175
 -17.74303911 -17.74305566 -17.74394281 -17.74303949 -17.34880004
 -17.74362182 -17.74375076 -17.74361729 -17.74361834 -17.3493841
 -17.74263295 -17.74267508 -17.74263139 -17.74380315 -17.34839522
 -16.95161305 -16.95165609 -16.95239459 -16.95160904 -17.00919668]","[-19.14888849 -19.14889623 -19.14887931 -19.15620354 -18.75529706
 -19.14981296 -19.15094192 -19.14976027 -19.15547865 -18.75622515
 -19.15271235 -19.15100565 -19.15571834 -19.15101271 -18.75741427
 -19.15420275 -19.15110144 -19.15111083 -19.15224834 -18.75752023
 -18.35876786 -18.35702303 -18.3569856  -18.36274796 -18.41487681]"
0,0,25,1,3,0.2,-0.01,"[0.00468023 0.00469248 0.00218851 0.00469799 0.02264432 0.00686714
 0.00685259 0.00314659 0.00687628 0.0331375  0.00346015 0.0034187
 0.00346298 0.00346287 0.01670826 0.00275589 0.00275089 0.00275761
 0.00155722 0.01330719 0.19960658 0.19929906 0.09314409 0.19999564
 0.15852921]","[0.00539508 0.00615039 0.00614611 0.0060958  0.02959885 0.00548687
 0.00548707 0.00548346 0.00537891 0.02640553 0.00405725 0.00370455
 0.00402708 0.00405775 0.01952799 0.00581399 0.00521926 0.00581496
 0.00579368 0.02798467 0.17293761 0.15784778 0.17286227 0.17158697
 0.13713614]","[-18.86359009 -18.86362258 -19.04924542 -18.86336462 -18.46924145
 -18.85600845 -18.85602259 -19.0458906  -18.85571608 -18.46163408
 -19.01090708 -19.01316569 -19.01078898 -19.01079366 -18.61644453
 -18.97923176 -18.97922324 -18.97915297 -19.11676177 -18.58477486
 -18.07127221 -18.07114358 -18.25682348 -18.07090921 -18.12872393]","[-18.20694111 -18.17778667 -18.17785875 -18.17923839 -17.78388032
 -18.20164652 -18.20164123 -18.20171982 -18.20546187 -17.80774153
 -18.19278385 -18.21263382 -18.19393671 -18.19275953 -17.79885343
 -18.1896079  -18.21323924 -18.18957513 -18.19005889 -17.79566863
 -17.39993689 -17.41983504 -17.39996876 -17.40120613 -17.45763156]"
0,0,26,4,2,-0.01,-0.01,"[0.00418998 0.00418659 0.00363186 0.00407181 0.02020504 0.00604211
 0.00604361 0.00519166 0.00586382 0.02916098 0.00646787 0.00641981
 0.00476931 0.00646755 0.03121309 0.00366779 0.00365914 0.00366765
 0.00283309 0.01770033 0.17800243 0.17779934 0.15437984 0.17309201
 0.1412733 ]","[0.00543074 0.00550371 0.0055039  0.00546561 0.02651864 0.00612298
 0.00529858 0.00612318 0.00609192 0.02950309 0.00369124 0.00404182
 0.00408252 0.0040866  0.01969075 0.00521861 0.00573277 0.00581721
 0.00581779 0.0280298  0.15663793 0.17151731 0.17344131 0.17305295
 0.13757906]","[-19.15302383 -19.15354155 -19.1854628  -19.15982284 -18.75914686
 -19.14877338 -19.14872401 -19.18286083 -19.15558242 -18.75437077
 -19.13533158 -19.13642192 -19.20657423 -19.13533883 -18.74094492
 -19.181041   -19.18117147 -19.18104635 -19.24034193 -18.78665474
 -18.36123853 -18.36103649 -18.3931973  -18.36754735 -18.41877665]","[-19.08704678 -19.08456986 -19.08456506 -19.08573744 -18.69045677
 -19.0612476  -19.09375139 -19.06124291 -19.0619625  -18.66713015
 -19.09692003 -19.07650157 -19.0744958  -19.07448893 -18.68037406
 -19.09674842 -19.07552123 -19.07279645 -19.07277816 -18.67867841
 -18.30491393 -18.28449256 -18.28246272 -18.28266817 -18.34009703]"
0,0,27,0,0,-0.01,-0.01,"[0.00654152 0.0065785  0.006488   0.00656738 0.0187307  0.00933583
 0.00931821 0.00917712 0.00931749 0.0265802  0.00935286 0.00926864
 0.00910901 0.00935612 0.02663882 0.00653063 0.00649109 0.00653206
 0.0063818  0.0185982  0.16532757 0.16429811 0.16306689 0.1650725
 0.12534075]","[0.0055647  0.00558065 0.00553365 0.00558062 0.02690447 0.00564267
 0.00555639 0.00559838 0.0056427  0.02720297 0.00552114 0.00557456
 0.00559456 0.00559442 0.02697043 0.00557895 0.00562741 0.00564011
 0.00559007 0.02719096 0.16624779 0.16768044 0.16701212 0.16804322
 0.13332664]","[-18.34845095 -18.34757286 -18.35015399 -18.34784196 -18.08076172
 -18.34666913 -18.34689517 -18.34990131 -18.34699236 -18.07987051
 -18.34610413 -18.34769361 -18.35137176 -18.34607694 -18.07927048
 -18.34892417 -18.34995905 -18.34891237 -18.35339213 -18.08210486
 -17.66596784 -17.66701976 -17.66855886 -17.66624019 -17.73495164]","[-19.253498   -19.25306146 -19.25453833 -19.25306253 -18.85884902
 -19.25107682 -19.2539865  -19.25242113 -19.25107591 -18.85686928
 -19.25504854 -19.25316424 -19.2525961  -19.25259965 -18.85839111
 -19.25335111 -19.25169477 -19.25136949 -19.25292547 -18.85715856
 -18.46264437 -18.46100029 -18.46171631 -18.46068549 -18.51828203]"
0,0,28,0,2,-0.01,-0.01,"[0.00569643 0.0056963  0.00567615 0.00569435 0.02709086 0.0057087
 0.00569576 0.00569293 0.00570659 0.02715004 0.00568551 0.00569915
 0.00567357 0.00569906 0.02710405 0.00401691 0.00402299 0.00402292
 0.00400627 0.01913246 0.17009616 0.17035787 0.16989837 0.17030465
 0.13447193]","[0.00629749 0.00629571 0.00608835 0.00335722 0.03037708 0.0042717
 0.00424839 0.00417322 0.00233736 0.02061171 0.01035086 0.01058249
 0.00478722 0.0105813  0.05105682 0.00412304 0.00423976 0.00423927
 0.00414977 0.02045276 0.18088443 0.18283867 0.17853077 0.10003037
 0.14509425]","[-17.43910308 -17.4391061  -17.43967321 -17.43914954 -17.04737675
 -17.4388497  -17.43917762 -17.4392782  -17.4388951  -17.04711872
 -17.43937165 -17.43902197 -17.4397674  -17.43902402 -17.04729439
 -17.43957786 -17.4393684  -17.43937051 -17.44003898 -17.04764168
 -16.64736558 -16.64716039 -16.64757868 -16.64719427 -16.70575341]","[-18.4669355  -18.46699494 -18.47382389 -18.61852214 -18.07263586
 -18.47636224 -18.47692298 -18.48103249 -18.62168452 -18.08199698
 -18.35951137 -18.3555697  -18.54871443 -18.35558804 -17.96122097
 -18.57608011 -18.57061851 -18.57063772 -18.57474955 -18.17629946
 -17.6842179  -17.6826359  -17.68739498 -17.82796349 -17.74019249]"
